Source,supplier_source_string_upper,supplier_match_string_upper,supplier_id
Early_Spend,AMZN MKTP UK MZ8QX5WA4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ8SX7ND4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ8YW8ZL4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ9607NZ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ96G7TD4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ9I03MR4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ9IE7VA4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ9J34054,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ9KD2304,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ9MN6ZJ4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ9SA66K4,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP UK MZ9W10E24,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZN MKTP US,"AMAZON.COM, INC.",2620453
Early_Spend,AMZN MKTP US M62ZY8I11,"AMAZON.COM, INC.",2620453
Early_Spend,AMZN MKTP US M68039OT0,"AMAZON.COM, INC.",2620453
Early_Spend,AMZN MKTP US M68EU3OX0,"AMAZON.COM, INC.",2620453
Early_Spend,AMZN MKTP US MN3Q99ZC0,"AMAZON.COM, INC.",2620453
Early_Spend,AMZN MKTP US MN9J96JJ2,"AMAZON.COM, INC.",2620453
Early_Spend,AMZNMKTPLACE,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,AMZNMKTPLACE AMAZON.CO,"AMAZON EU SARL, UK BRANCH",FC032354
Early_Spend,ANCROFT TRACTORS LIMITED,ANCROFT TRACTORS LIMITED,01427667
Early_Spend,AND GROUP PLC,AND GROUP LIMITED,02298288
Early_Spend,ANDERSEN CALEDONIA LIMITED,ANDERSEN CALEDONIA LIMITED,SC171308
Early_Spend,ANDERSIDE TOOLS LTD,ANDERSIDE TOOLS LIMITED,SC082501
Early_Spend,ANDERSON ANDERSON   BR,ANDERSON ANDERSON & BROWN LLP,SO301668
Early_Spend,ANDERSON ANDERSON + BROWN CONSULTING LTD,ANDERSON ANDERSON & BROWN CONSULTING LIMITED,SC590917
Early_Spend,ANDERSON PROPERTY INVESTMENTS,ANDERSON PROPERTY INVESTMENTS LIMITED,SC307624
Early_Spend,ANDERSON SCIENTIFIC LTD,ANDERSON SCIENTIFIC LIMITED,SC222040
Early_Spend,ANDERSON STRATHERN LLP,ANDERSON STRATHERN LLP,SO301485
Early_Spend,ANDRELL EDUCATION LTD,ANDRELL EDUCATION LIMITED,05331897
Early_Spend,ANDREW WRIGHT GLASS LTD,ANDREW WRIGHT GLASS LIMITED,SC166519
Early_Spend,ANDREWS SYKES HIRE LTD,ANDREWS SYKES HIRE LIMITED,02985657
Early_Spend,ANGELA MORGAN,ANGELA MORGAN LTD,05481261
Early_Spend,ANGLING DIRECT PLC,ANGLING DIRECT PLC,05151321
Early_Spend,ANGLING TRUST LIMITED,ANGLING TRUST LIMITED,05320350
Early_Spend,ANGUS BRAIDWOOD & SON LIMITED,ANGUS BRAIDWOOD & SON LIMITED,SC114086
Early_Spend,ANIMATE CONSULTING,ANIMATE CONSULTING LTD,SC449782
Early_Spend,ANIXTER UK LIMITED,ANIXTER(U.K.)LIMITED,01017023
Early_Spend,ANN ARBOR PUBLISHERS,ANN ARBOR PUBLISHERS LIMITED,02773739
Early_Spend,ANNETTE REED (REED AND WRITE),REED & WRITE LIMITED,03194173
Early_Spend,ANSELL (UK) LTD,ANSELL (U.K.) LIMITED,01458684
Early_Spend,ANSERV LTD,ANSERV LIMITED,SC343698
Early_Spend,ANTALIS LIMITED,ANTALIS LIMITED,01088345
Early_Spend,ANTALIS LTD,ANTALIS LIMITED,01088345
Early_Spend,ANYTIME LEISURE LTD T/A ORIGIN FITNESS,ANYTIME LEISURE LIMITED,13036336
Early_Spend,AO RETAIL LIMITED,AO RETAIL LIMITED,03914998
Early_Spend,AOK LEARNING LTD,AOK LEARNING LTD,SC288714
Early_Spend,AON UK LIMITED (INCLUDING CARDIFF INVS),AON UK LIMITED,00210725
Early_Spend,APB DISPLAYS,APB DISPLAYS LIMITED,SC164671
Early_Spend,APC CARDIOVASCULAR LIMITED,APC CARDIOVASCULAR LIMITED,02423606
Early_Spend,APEX CITY QUAY HOTEL A,APEX HOTELS LIMITED,SC073489
Early_Spend,APEX GRASSMARKET,APEX HOTELS LIMITED,SC073489
Early_Spend,APEX HAYMARKET,APEX HOTELS LIMITED,SC073489
Early_Spend,APEX HOTELS LTD (HAYMARKET),APEX HOTELS LIMITED,SC073489
Early_Spend,APEX INDUSTRIAL CHEMICALS LIMITED,APEX INDUSTRIAL CHEMICALS LIMITED,SC091628
Early_Spend,APEX TRAFFIC MANAGEMENT,APEX TRAFFIC MANAGEMENT LTD,SC559051
Early_Spend,APEX WATERLOO PLACE HO,APEX HOTELS LIMITED,SC073489
Early_Spend,APPEAL MEDIA,APPEAL MEDIA LTD,SC694523
Early_Spend,APPLE ITUNES STORE-GBP,APPLE (UK) LIMITED,01591116
Early_Spend,APPLE ONLINE STORE GBP,APPLE (UK) LIMITED,01591116
Early_Spend,APPLE STORE R328,APPLE (UK) LIMITED,01591116
Early_Spend,APPLETON WOODS LIMITED,APPLETON.WOODS LIMITED,00907224
Early_Spend,APPLIANCEDIRECT CO,BUY IT DIRECT LTD,04171412
Early_Spend,APPLIED MEDICAL UK LIMITED,APPLIED MEDICAL UK LIMITED,06126148
Early_Spend,APPLIED SATELLITE TECHNOLOGY SYSTEMS (AST) LIMITED,APPLIED SATELLITE TECHNOLOGY SYSTEMS LIMITED,03667051
Early_Spend,APPLIED SCIENCE (UK) LTD,APPLIED SCIENCE (UK) LTD,09276253
Early_Spend,APS GROUP,APS GROUP LIMITED,12085080
Early_Spend,APS GROUP (SCOTLAND) LIMITED,APS GROUP (SCOTLAND) LIMITED,SC369510
Early_Spend,APS GROUP SCOTLAND,APS GROUP (SCOTLAND) LIMITED,SC369510
Early_Spend,APSE,APSE LTD,08368976
Early_Spend,AQUA LEISURE LIMITED,AQUA LEISURE LTD.,SC216403
Early_Spend,AQUAID (GLASGOW),AQUAID FRANCHISING LIMITED,03505477
Early_Spend,AQUAID (N.E),AQUAID FRANCHISING LIMITED,03505477
Early_Spend,AQUAID FRANCHISING LTD,AQUAID FRANCHISING LIMITED,03505477
Early_Spend,AQUAKLENZ LTD,AQUAKLENZ LTD.,SC257531
Early_Spend,AQUILA HEYWOOD,HEYWOOD LIMITED,04161207
Early_Spend,AR FALKIRK ROOFING LTD,AR FALKIRK ROOFING LTD,SC605270
Early_Spend,ARCADIS LLP,ARCADIS LLP,OC368843
Early_Spend,ARCH FILLING STATION,ARCH FILLING STATION LIMITED,166367
Early_Spend,ARCHER SIGNS AND PANELS LTD,ARCHER SIGNS AND PANELS LIMITED,02624750
Early_Spend,ARCO LIMITED,ARCO LIMITED,00133804
Early_Spend,ARCO LTD,ARCO LIMITED,00133804
Early_Spend,ARGOS,ARGOS LIMITED,01081551
Early_Spend,ARGOS BUSINESS SOLUTIONS LTD,ARGOS BUSINESS SOLUTIONS LIMITED,03234511
Early_Spend,ARGOS LTD,ARGOS LIMITED,01081551
Early_Spend,ARGOS RETAIL GROUP,ARGOS RETAIL GROUP LIMITED,03871498
Early_Spend,ARGYLL COLLEGE,ARGYLL COLLEGE UHI LTD.,SC172157
Early_Spend,ARJO UK LIMITED,ARJO UK LIMITED,10842512
Early_Spend,ARJO UK LTD,ARJO UK LIMITED,10842512
Early_Spend,ARK HOUSING ASSOC,ARK HOUSING LIMITED,02558551
Early_Spend,ARMILA SUSTAINABILITY SERVICES LTD,ARMILA SUSTAINABILITY SERVICES LTD,SC650094
Early_Spend,ARMSTRONG MEDICAL LTD,ARMSTRONG MEDICAL LTD,NI025560
Early_Spend,ARNOLD CLARK (ABERDEEN),ARNOLD CLARK (BIRTLEY) LIMITED,06279654
Early_Spend,ARNOLD CLARK AUTO,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386
Early_Spend,ARNOLD CLARK AUTOMOBILES LTD,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386
Early_Spend,ARNOLD CLARK FINANCE LTD,ARNOLD CLARK FINANCE LIMITED.,SC039597
Early_Spend,ARNOLD CLARK FORD,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386
Early_Spend,ARNOLD CLARK HYUNDAI,ARNOLD CLARK AUTOMOBILES LIMITED,SC036386
Early_Spend,ARROW CORPORATE PROMOTIONS LTD,ARROW CORPORATE PROMOTIONS LIMITED,SC350128
Early_Spend,ARROW INDUSTRIAL GROUP LTD,ARROW INDUSTRIAL GROUP LIMITED,04410202
Early_Spend,ART OF BRILLIANCE LTD,ART OF BRILLIANCE LIMITED,06538806
Early_Spend,ARTHR,"ARTHR, LLC",201510710051
Early_Spend,ARTHREX LTD,ARTHREX LIMITED,03199094
Early_Spend,ARTHUR MCKAY & COMPANY LIMITED,ATALIAN SERVEST AMK LIMITED,SC033489
Early_Spend,ARTHUR MCKAY BUILDING SERVICES,ATALIAN SERVEST AMK LIMITED,SC033489
Early_Spend,ARTIFAX SOFTWARE LIMITED,ARTIFAX SOFTWARE LIMITED,02007321
Early_Spend,ARTLINK TRANSPORT LTD,ARTLINK TRANSPORT & STORAGE LTD,SC288684
Early_Spend,ARTS MARKETING ASSOCIATION,ARTS MARKETING ASSOCIATION,02814725
Early_Spend,AS TOYS,A S TOYS LTD,05021710
Early_Spend,ASA INTERNATIONAL LIMITED,ASA INTERNATIONAL LIMITED,SC237955
Early_Spend,ASA RECRUITMENT,A S A RECRUITMENT LIMITED,04163947
Early_Spend,ASDA,ASDA LTD,12788706
Early_Spend,ASDA  STORES 4781,ASDA STORES LIMITED,00464777
Early_Spend,ASDA  STORES 5784,ASDA STORES LIMITED,00464777
Early_Spend,ASDA GEORGE COM LEEDS,ASDA STORES LIMITED,00464777
Early_Spend,ASDA GROCERIES ONLINE,ASDA STORES LIMITED,00464777
Early_Spend,ASDA HOME DELIVERY,ASDA STORES LIMITED,00464777
Early_Spend,ASDA PETROL 5870,ASDA STORES LIMITED,00464777
Early_Spend,ASDA PETROL UPT 4243,ASDA STORES LIMITED,00464777
Early_Spend,ASDA STORES 4326,ASDA STORES LIMITED,00464777
Early_Spend,ASDA STORES 5870,ASDA STORES LIMITED,00464777
Early_Spend,ASDA STORES LTD 4249,ASDA STORES LIMITED,00464777
Early_Spend,ASDA STORES LTD 5868,ASDA STORES LIMITED,00464777
Early_Spend,ASDA SUPERSTORE,ASDA STORES LIMITED,00464777
Early_Spend,ASDAN,ASDAN,03426251
Early_Spend,ASE CONSULTING LIMITED,ASE CONSULTING LIMITED,04246530
Early_Spend,ASEPSIS MEDICAL LEGAL SERVICES LTD,ASEPSIS MEDICAL LEGAL SERVICES LIMITED,05687737
Early_Spend,ASKEWS & HOLTS LIBRARY SERVICES LTD,ASKEWS AND HOLTS LIBRARY SERVICES LTD.,02745298
Early_Spend,ASPECT CONTRACTS LTD,ASPECT CONTRACTS LIMITED,06459279
Early_Spend,ASSOCIATION FOR COACHING UK,ASSOCIATION FOR COACHING UK LIMITED,06964456
Early_Spend,ASSOCIATION FOR GEOGRAPHIC INFORMATION - AGI,THE ASSOCIATION FOR GEOGRAPHIC INFORMATION,02445202
Early_Spend,ASSOCIATION OF PORT HEALTH AUTHORITIES,ASSOCIATION OF PORT HEALTH AUTHORITIES,02346876
Early_Spend,ASSURE APM LIMITED,ASSURE APM LIMITED,SC483799
Early_Spend,ASSUT UK LTD,ASSUT UK LIMITED,05338676
Early_Spend,AST MARINE SCIENCES LIMITED,AST MARINE SCIENCES LTD,06499368
Early_Spend,ASTELL SCIENTIFIC,ASTELL SCIENTIFIC LIMITED,00487717
Early_Spend,ASTUN TECHNOLOGY LIMITED,ASTUN TECHNOLOGY LIMITED,05410695
Early_Spend,ATE (UK) LTD,ATE (UK) LIMITED,07569911
Early_Spend,ATHLON MOBILITY SERVICES UK LIMITED,ATHLON MOBILITY SERVICES UK LIMITED,03534682
Early_Spend,ATHRODAX HEALTHCARE INTERNATIONAL LTD,ATHRODAX HEALTHCARE INTERNATIONAL LIMITED,01501798
Early_Spend,ATKINS LIMITED,ATKINS LIMITED,00688424
Early_Spend,ATLANTIC DIVING SERVICES LIMITED,ATLANTIC DIVING SERVICES LTD.,SC324418
Early_Spend,ATLASSIAN,ATLASSIAN CORPORATION PLC,08776021
Early_Spend,ATOS IT SERVICES UK LTD,ATOS IT SERVICES UK LIMITED,01245534
Early_Spend,ATOS MEDICAL,ATOS MEDICAL UK LIMITED,04206141
Early_Spend,ATS EUROMASTER LIMITED,ATS EUROMASTER LIMITED,04303731
Early_Spend,AUDIO VISUAL CONSULTANTS (ELECTROSONIC),AUDIO VISUAL CONSULTANTS LIMITED,04246762
Early_Spend,AUDISE BY FREM GROUP LTD,AUDISE BY FREM GROUP LTD,10617839
Early_Spend,AUSTIN MEDICAL PRODUCTS LTD,AUSTIN MEDICAL PRODUCTS LIMITED,08360602
Early_Spend,AUTO EXTRACT SYSTEMS,AUTO EXTRACT SYSTEMS LIMITED,04189973
Early_Spend,AUTOCRAFT EQUIPMENT LTD,AUTOCRAFT EQUIPMENT LIMITED,02116652
Early_Spend,AUTOECOSSE,AUTOECOSSE AUTOBODY LTD,SC384106
Early_Spend,AUTOMATIC COOLING ENGINEERS,AUTOMATIC COOLING ENGINEERS LIMITED,SC035099
Early_Spend,AUTOMATIC FLARE SYSTEMS LIMITED,AUTOMATIC FLARE SYSTEMS LIMITED,03164012
Early_Spend,AUTOMOBILE ASSOCIATION,AUTOMOBILE ASSOCIATION DEVELOPMENTS LIMITED,01878835
Early_Spend,AUTOPRESS EDUCATION LTD,AUTOPRESS EDUCATION LIMITED,05622903
Early_Spend,AUTOSONIC,AUTOSONIC (PUB DIVISION) LTD,03679694
Early_Spend,AV PARTSMASTER LTD,A V PARTS MASTER LIMITED,05642730
Early_Spend,AVADO LEARNING LIMITED,AVADO LEARNING LIMITED,06177616
Early_Spend,AVANOS MEDICAL,AVANOS MEDICAL UK LIMITED,09051011
Early_Spend,AVERY  WEIGH-TRONIX,AVERY WEIGH-TRONIX LIMITED,00595129
Early_Spend,AVIEMORE,AVIEMORE LTD,SC601237
Early_Spend,AVISON YOUNG,AVISON YOUNG (UK) LIMITED,06382509
Early_Spend,AVISON YOUNG (UK) LTD,AVISON YOUNG (UK) LIMITED,06382509
Early_Spend,AVIZANDUM,AVIZANDUM PUBLISHING LIMITED,SC227587
Early_Spend,AVMI KINLY LTD,AVMI KINLY LTD,02468436
Early_Spend,AVOIRA LIMITED,AVOIRA LIMITED,01763970
Early_Spend,AVONDALE CARE (SCOTLAND) LTD,AVONDALE CARE (SCOTLAND) LIMITED,SC164048
Early_Spend,AVONDALE ENVIRONMENTAL LTD,AVONDALE ENVIRONMENTAL LIMITED,02463368
Early_Spend,AW ADAM & JG ADAM LIMITED,AW & JG ADAM LTD,SC376174
Early_Spend,AW JENKINSON WOODWASTE LTD,AW JENKINSON (WOODWASTE) LIMITED,SC166685
Early_Spend,AWESOMEBOOKS,AWESOMEBOOKS LIMITED,06404771
Early_Spend,AXALTA COATING SYSTEMS,AXALTA COATING SYSTEMS TEWKESBURY UK LIMITED,05892338
Early_Spend,AXSYS TECHNOLOGY LTD,AXSYS TECHNOLOGY LIMITED,SC179508
Early_Spend,AYRE HOTEL,AYRE HOTEL (KIRKWALL) LIMITED,SC199961
Early_Spend,B & Q,B&Q LIMITED,00973387
Early_Spend,B & Q 1134,B&Q LIMITED,00973387
Early_Spend,B & Q 1265,B&Q LIMITED,00973387
Early_Spend,B & Q 1308,B&Q LIMITED,00973387
Early_Spend,B & Q 1350,B&Q LIMITED,00973387
Early_Spend,B BRAUN AVITUM LTD,B. BRAUN AVITUM UK LIMITED,04153656
Early_Spend,B BRAUN MEDICAL LTD,B. BRAUN MEDICAL LIMITED,02296559
Early_Spend,B HEPWORTH & COMPANY LIMITED,B. HEPWORTH AND COMPANY LIMITED,01585495
Early_Spend,B&M RETAIL,B & M RETAIL LIMITED,01357507
Early_Spend,B2B COMPLIANCE,B2B COMPLIANCE LIMITED,05391265
Early_Spend,BACKSPIELHAUS GMBH,Backspielhaus GmbH,D2601V_HRB205240
Early_Spend,BADGES PLUS LTD,BADGES PLUS LIMITED,01262905
Early_Spend,BAILLIE GIFFORD & CO LIMITED,BAILLIE GIFFORD & CO LIMITED,SC069524
Early_Spend,BAIRD TAXIS LTD,BAIRD TAXIS LTD,SC279168
Early_Spend,BAIRDS PHARMACY,BAIRD'S PHARMACY LIMITED,SC438418
Early_Spend,BAKER ROSS,BAKER ROSS LIMITED,01604275
Early_Spend,BAKER ROSS LTD,BAKER ROSS LIMITED,01604275
Early_Spend,BALFOUR BEATTY,BALFOUR BEATTY PLC,00395826
Early_Spend,BALGEDDIE HOUSE HOTEL,BALGEDDIE HOUSE HOTEL COMPANY LIMITED,SC046690
Early_Spend,BALHOUSIE CARE GROUP,BALHOUSIE CARE LIMITED,SC166652
Early_Spend,BALMORAL HSC,FIVE RIVERS EQUITY LIMITED,06829537
Early_Spend,BALSAMIQ TRID1037378,"BALSAMIQ STUDIOS, LLC",200805610039
Early_Spend,BALSAMIQ TRID1050210,"BALSAMIQ STUDIOS, LLC",200805610039
Early_Spend,BAND SUPPLIES LTD,BAND SUPPLIES LIMITED,SC339374
Early_Spend,BANNER BUSINESS SUPPLIES,BANNER BUSINESS SUPPLIES LTD,06533666
Early_Spend,BANNER GROUP LIMITED,BANNER GROUP LIMITED,05510758
Early_Spend,BANNER GROUP LTD,BANNER GROUP LIMITED,05510758
Early_Spend,BARCELONA CATHEDRAL,"BARCELONA CATHEDRAL, LLC",5359550
Early_Spend,BARCHESTER HEALTH CARE,BARCHESTER HEALTHCARE LIMITED,02792285
Early_Spend,BARCLAY & MATHIESON LTD,BARCLAY & MATHIESON LIMITED,SC030987
Early_Spend,BARHALE CONSTRUCTION SERVICES LTD,BARHALE CONSTRUCTION SERVICES LIMITED,01808140
Early_Spend,BARKER & BLAND,BARKER & BLAND LIMITED,08312959
Early_Spend,BARNETTS CATERING LIMITED,BARNETTS CATERING LIMITED,SC384632
Early_Spend,BARR + WRAY LTD,BARR + WRAY LIMITED,SC040952
Early_Spend,BARR ENVIRONMENTAL LIMITED,BARR ENVIRONMENTAL LIMITED,SC162876
Early_Spend,BARROW HEPBURN & GALE,BARROW HEPBURN & GALE LTD,09602735
Early_Spend,BASIS (REGISTRATIO,BASIS LIMITED,02857130
Early_Spend,BASP UK LTD,BASP UK LTD.,SC274632
Early_Spend,BASW LTD,BRITISH ASSOCIATION OF SOCIAL WORKERS (THE),00982041
Early_Spend,BAUSCH AND LOMB (UK) LTD,BAUSCH & LOMB U.K. LIMITED,00143720
Early_Spend,BAXTER HEALTHCARE LTD,BAXTER HEALTHCARE LIMITED,00461365
Early_Spend,BAXTERSTOREY SCOTLAND LIMITED,BAXTERSTOREY SCOTLAND LIMITED,SC368377
Early_Spend,BAYER PLC,BAYER PUBLIC LIMITED COMPANY,00935048
Early_Spend,BAYER-WOOD,BAYER-WOOD TECHNOLOGIES LIMITED,02715639
Early_Spend,BBWEAR,B B WEAR LIMITED,07500513
Early_Spend,BBWEAR LIMITED,B B WEAR LIMITED,07500513
Early_Spend,BDT CARE SOLUTIONS LTD,BDT CARE SOLUTIONS LTD,09959844
Early_Spend,BEAVER BRIDGES LIMITED,BEAVER BRIDGES LIMITED,09733378
Early_Spend,BEAVER HEALTHCARE EQUIPMENT,BEAVER HEALTHCARE EQUIPMENT LLP,SO304305
Early_Spend,BEAVER-VISITEC INTERNATIONAL SALES LTD,BEAVER-VISITEC INTERNATIONAL SALES LIMITED,07289364
Early_Spend,BEC LTD T/A SCHOOL STICKERS,SCHOOL STICKERS LIMITED,05781220
Early_Spend,BECKMAN COULTER UK LTD,BECKMAN COULTER (U.K.) PENSION TRUSTEES LIMITED,01350972
Early_Spend,BECTON DICKINSON (CME) U.K. LTD,BECTON DICKINSON (CME) U.K. LIMITED,04236707
Early_Spend,BECTON DICKINSON UK LTD,"BECTON, DICKINSON U.K. LIMITED",00852702
Early_Spend,BEDLAM PAINTBALL,BEDLAM PAINTBALL GAMES LIMITED,SC167039
Early_Spend,"BEEFARMERS ASSOCIATION LIMITED, THE",THE BEE FARMERS ASSOCIATION LIMITED,08131311
Early_Spend,BELGRAVE MEDICAL LTD,BELGRAVE MEDICAL LIMITED,SC625781
Early_Spend,BELL CONTRACTS & CO LTD,BELL CONTRACTS & CO LTD,NI604441
Early_Spend,BELL HR & BUSINESS CONSULTING LTD,BELL HR & BUSINESS CONSULTING LIMITED,SC365099
Early_Spend,BELL TAPNER LTD,BELL TAPNER LIMITED,SC451478
Early_Spend,BELMONT MEDICAL TECHNOLOGIES LTD,BELMONT MEDICAL TECHNOLOGIES LTD,10460858
Early_Spend,BELSIZE HEALTHCARE,BELSIZE HEALTHCARE LIMITED,12315595
Early_Spend,BENNETT WORKPLACE SOLUTIONS LIMITED,BENNETT WORKPLACE SOLUTIONS LIMITED,08758488
Early_Spend,BENUGO LIMITED,BENUGO LIMITED,03505757
Early_Spend,BERGMANN DIRECT LTD,BERGMANN DIRECT LIMITED,02239435
Early_Spend,BERKLEY ESTATES LONDON LIMITED,BERKLEY ESTATES LONDON LIMITED,02670273
Early_Spend,BERKLEY ESTATES LONDON LTD SERVICE CHARGE,BERKLEY ESTATES LONDON LIMITED,02670273
Early_Spend,BERVIE STORES,BERVIE STORES LTD.,SC255348
Early_Spend,BES COMMERCIAL ELECTRICITY LTD,BES COMMERCIAL ELECTRICITY LTD,06882734
Early_Spend,BEST THERATRONICS LTD,BEST THERATRONICS UK LIMITED,07870195
Early_Spend,BEST WESTERN QUEENS HO,BEST WESTERN INTERNATIONAL LIMITED,01939154
Early_Spend,BEST WESTERN QUEENS HOTEL,BEST WESTERN INTERNATIONAL LIMITED,01939154
Early_Spend,BETTER EQUIPPED EDUCATIONAL SUPPLIES LTD,BETTER EQUIPPED EDUCATIONAL SUPPLIES LTD,06747374
Early_Spend,BGLOBAL METERING LIMITED,B GLOBAL METERING LIMITED,04945062
Early_Spend,BH PPM LIMITED,BH PPM LIMITED,08392520
Early_Spend,BHBI CONSULTANCY LIMITED,BHBI CONSULTANCY LIMITED,05430734
Early_Spend,BIBLIOGRAPHIC DATA SERVICES LTD,BIBLIOGRAPHIC DATA SERVICES LIMITED,SC154602
Early_Spend,BIDFOOD,BIDFOOD LIMITED,00549410
Early_Spend,BIELD HOUSING ASSOC LTD,BIELD HOUSING & CARE,SP1692RS
Early_Spend,BIFFA WASTE SERVICES LTD,BIFFA WASTE SERVICES LIMITED,00946107
Early_Spend,BIG BOX PRODUCTS LTD,BIG BOX PRODUCTS LTD,12199737
Early_Spend,BIG GAME ADVISORS LIMITED,BIG GAME ADVISORS LTD,10850444
Early_Spend,BILANCO LTD,BILANCO LIMITED,01053770
Early_Spend,BINN SKIPS,BINN SKIPS LIMITED,SC223118
Early_Spend,BIO MERIEUX UK LTD,BIOMERIEUX UK LIMITED,01061914
Early_Spend,BIO PRODUCTS LAB LTD,BIO PRODUCTS GROUP LIMITED,09880657
Early_Spend,BIO RAD LABORATORIES LIMITED,BIO-RAD LABORATORIES LIMITED,03044694
Early_Spend,BIO-RAD LABORATORIES LTD,BIO-RAD LABORATORIES LIMITED,03044694
Early_Spend,BIO-TECHNE LTD,BIO-TECHNE LTD,02490104
Early_Spend,BIOLEGEND UK LTD,BIOLEGEND UK LIMITED,07167526
Early_Spend,BIOMAR LIMITED,BIOMAR LIMITED,SC119586
Early_Spend,BIOMERIEUX,BIOMERIEUX UK LIMITED,01061914
Early_Spend,BIOQUELL UK LTD,BIOQUELL UK LIMITED,02520270
Early_Spend,BISHOP SPORTS & LEISURE,BISHOP SPORTS & LEISURE LTD.,01104320
Early_Spend,BITEABLE PTY LTD,BITEABLE PTY LTD,167644591
Early_Spend,BK MEDICAL UK,BK MEDICAL UK LIMITED,09159710
Early_Spend,BLACKLANE ASPHALT LTD,BLACKLANE ASPHALT LIMITED,SC274076
Early_Spend,BLACKLINE SYSTEMS INC,BLACKLINE SYSTEMS LIMITED,07942253
Early_Spend,BLACKPOOL PLEASURE,BLACKPOOL PLEASURE BEACH (1910) COMPANY,00110367
Early_Spend,BLACKWELLS,BLACKWELL'S BEAUTY LTD,13318436
Early_Spend,BLACKWOOD HOMES AND CARE,BLACKWOOD HOMES AND CARE,SP1728RS
Early_Spend,BLAIR PROSPECT LTD,BLAIR PROSPECT LIMITED,SC214929
Early_Spend,BLAKE AND BOUGHTON LIMITED,BLAKE AND BOUGHTON LIMITED,04297770
Early_Spend,BLANCHARD TRAINING,"BLANCHARD TRAINING AND DEVELOPMENT, INCORPORATED",FC025295
Early_Spend,BLANEFIELD CARE LIMITED,BLANEFIELD CARE LIMITED,07677789
Early_Spend,BLOOMSBURY.COM UK,BLOOMSBURY PUBLISHING PLC,01984336
Early_Spend,BLUE ARROW LTD,BLUE ARROW LTD.,00641659
Early_Spend,BLUE BOX MEDICAL LTD,BLUE BOX MEDICAL LIMITED,05306459
Early_Spend,BLUE MACHINERY (SCOTLAND) LTD,BLUE MACHINERY (SCOTLAND) LIMITED,SC181467
Early_Spend,BLUE V,BLUE-V LTD,07494163
Early_Spend,BLUE YONDER INC,BLUE YONDER AVIATION LIMITED,04600009
Early_Spend,BLUE YONDER TECHNOLOGY SOLUTIONS (UK) LTD,BLUE YONDER TECHNOLOGY SOLUTIONS (UK) LIMITED,01870973
Early_Spend,BLUETON LTD,BLUETON LIMITED,SC282644
Early_Spend,BLYDOIT FISH LTD,BLYDOIT FISH LIMITED,SC243849
Early_Spend,BMG RESEARCH LIMITED,BMG RESEARCH LTD,02841970
Early_Spend,BMI HEALTHCARE,CIRCLE HEALTH GROUP LIMITED,02164270
Early_Spend,BMJ,BMJ LTD,13376117
Early_Spend,BMS CRITICAL CARE LTD,B M S CRITICAL CARE LIMITED,01820888
Early_Spend,BOC GASES,BOC GASES LIMITED,02586929
Early_Spend,BOC LIMITED,BOC LIMITED,00337663
Early_Spend,BOC LTD,BOC LIMITED,00337663
Early_Spend,BOFA ELECTRICAL LTD,BOFA LTD,09999393
Early_Spend,BOHO (SCOTWAY) LTD,BOHO SCOTWAY LTD,SC597809
Early_Spend,BOLINDA UK LIMITED,BOLINDA UK LTD,05086231
Early_Spend,BOLTS CAR HIRE LIMITED,BOLTS CAR HIRE LIMITED,SC154841
Early_Spend,BON ACCORD ENGINEERING,BON ACCORD ENGINEERING LTD,09804052
Early_Spend,BON BON'S (WHOLESALE) LTD,BON BONS (WHOLESALE) LIMITED,06734747
Early_Spend,BONTHRONE SECURITY SERVICES LIMITED,BONTHRONE SECURITY SERVICES LIMITED,SC412503
Early_Spend,BOOKER LIMITED PERTH,BOOKER LIMITED,00197380
Early_Spend,BOOKPOINT LIMITED,BOOKPOINT LIMITED,00978415
Early_Spend,BOOKPOINT LTD,BOOKPOINT LIMITED,00978415
Early_Spend,BOOKSOURCE,BOOKSOURCE LIMITED,05167419
Early_Spend,BOOKSPEED,BOOKSPEED LIMITED,SC550229
Early_Spend,BOOTS,THE BOOTS COMPANY PLC,00027657
Early_Spend,BOOTS 0640,BOOTS UK LIMITED,00928555
Early_Spend,BOOTS 0642,BOOTS UK LIMITED,00928555
