Source,supplier_source_string_upper,supplier_match_string_upper,supplier_id
SGMISPend,GLOBAL LANGUAGE SERVICES LIMITED,GLOBAL LANGUAGE SERVICES LIMITED,SC218845
SGMISPend,GLOBAL LASER LTD,GLOBAL LASER LIMITED,04528745
SGMISPend,GLOBAL TRAILS LIMITED,GLOBAL TRAILS LIMITED,SC489432
SGMISPend,GLOBAVISTA LIMITED,GLOBAVISTA LTD,08711416
SGMISPend,GOLDSWORTHY CONSULTING LIMITED,GOLDSWORTHY CONSULTING LTD,SC242837
SGMISPend,GOLTENS UK LTD,GOLTENS UK LTD,03847473
SGMISPend,GOOGLE SERVICES,GOOGLE SERVICES LIMITED,04947735
SGMISPend,GOOROO LIMITED,GOOROO LIMITED,05048590
SGMISPend,GORDON MUNN,GORDON MUNN & CLAYTON LIMITED,SC093306
SGMISPend,GORGIE CITY FARM,GORGIE CITY FARM,SC338845
SGMISPend,GOVAN COMMUNITY PROJECT,GOVAN COMMUNITY PROJECT,SC390721
SGMISPend,GOVAN LAW CENTRE,GOVAN LAW CENTRE,CS002781
SGMISPend,GOVAN WORKSPACE LIMITED,GOVAN WORKSPACE LIMITED,SC074822
SGMISPend,GP PLANTSCAPE LIMITED,GP PLANTSCAPE LIMITED,SC092307
SGMISPend,GPG (MONTROSE) LIMITED,GPG (MONTROSE) LIMITED,SC575174
SGMISPend,GRAHAM & SIBBALD,GRAHAM AND SIBBALD FRIENDLY SOCIETY,SP00077F
SGMISPend,GRAHAM TISO LIMITED,GRAHAM TISO LIMITED,SC081944
SGMISPend,GRAHAMS,GRAHAM'S LTD,06091596
SGMISPend,GRAMPIAN FASTENERS,GRAMPIAN FASTENERS LIMITED,SC288414
SGMISPend,GRAND CENTRAL HOTEL,GRAND CENTRAL HOTEL COMPANY HOLDCO LIMITED,06874982
SGMISPend,GRANITE CITY FISH,GRANITE CITY FISH LIMITED,SC130588
SGMISPend,GRANT THORNTON,GRANT THORNTON LIMITED,02917818
SGMISPend,GRAPHICAL HOUSE LIMITED,GRAPHICAL HOUSE LTD.,SC364296
SGMISPend,GREINER BIO ONE LIMITED,GREINER BIO-ONE LIMITED,02734565
SGMISPend,GREYFRIARS CHARTERIS CENTRE,GREYFRIARS CHARTERIS CENTRE,CS002889
SGMISPend,GREYHOUND CHROMATOGRAPHY & ALLIED CHEMICALS,GREYHOUND CHROMATOGRAPHY AND ALLIED CHEMICALS LIMITED,01564714
SGMISPend,GRG SUPPLIES (SCOTLAND) LIMITED,G.R.G. SUPPLIES (SCOTLAND) LIMITED,SC153236
SGMISPend,GROUNDWATER LIFT TRUCKS LIMITED,GROUNDWATER LIFT TRUCKS LIMITED,SC184382
SGMISPend,GROUPCALL LIMITED,GROUPCALL LIMITED,04343112
SGMISPend,"GRUMPY CHEF, THE",GRUMPY CHEF LIMITED,12374098
SGMISPend,GT PRODUCTS EUROPE,G.T. PRODUCTS (EUROPE) LTD.,03760255
SGMISPend,GTG TRAINING LIMITED,GTG TRAINING LIMITED,SC290157
SGMISPend,GTS,GTS LIMITED,SC171114
SGMISPend,GUARDIAN NEWS & MEDIA,GUARDIAN NEWS & MEDIA LIMITED,00908396
SGMISPend,GUTHRIE BROTHERS CRAIGO LIMITED,GUTHRIE BROTHERS (CRAIGO) LIMITED,SC048656
SGMISPend,GVA GRIMLEY,GVA GRIMLEY CONSTRUCTION SERVICES LTD,01574142
SGMISPend,H F ELECTRICAL LTD,H F ELECTRICAL LIMITED,SC073414
SGMISPend,H.F.D. LTD.,HFD LIMITED,02674152
SGMISPend,HACH LANGE LTD,HACH LANGE LTD,01029281
SGMISPend,HAGUE COMPUTER SUPPLIES LIMITED,HAGUE COMPUTER SUPPLIES LIMITED,01500566
SGMISPend,HAIRY COO,THE HAIRY COO LIMITED,SC648032
SGMISPend,HALFORDS,HALFORDS LIMITED,00103161
SGMISPend,HALL MORRICE LLP,HALL MORRICE LLP,SO303198
SGMISPend,HALLMARK SOLUTIONS LIMITED,HALLMARK SOLUTIONS LIMITED,NI024831
SGMISPend,HALO LIGHTING LTD,HALO LIGHTING LIMITED,02379134
SGMISPend,HAMILTON MULLAN LAW ACCOUNTANTS,HAMILTON MULLAN LAW ACCOUNTANTS LIMITED,SC568386
SGMISPend,"HAMILTON PARTNERSHIP (UK) LIMITED, THE",THE HAMILTON PARTNERSHIP (UK) LIMITED,SC492145
SGMISPend,HAMILTON ROBOTICS LIMITED,HAMILTON ROBOTICS LIMITED,10076999
SGMISPend,HAMPDEN CARS LIMITED,HAMPDEN CARS LTD,SC432681
SGMISPend,HAMPTON BY HILTON,HAMPTON BY HILTON LONDON WATERLOO LIMITED,13507975
SGMISPend,HANDS UP FOR TRAD,HANDS UP FOR TRAD,SC263428
SGMISPend,HANNA INSTRUMENTS LIMITED,HANNA INSTRUMENTS LIMITED,02166999
SGMISPend,HANYA PARTNERS LIMITED,HANYA PARTNERS LTD,08808437
SGMISPend,HARBRO LIMITED,HARBRO LIMITED,SC230773
SGMISPend,HARDIES LLP T/A HARDIES PROPERTY & CONSTRUCTION CONSULTANTS,HARDIES LLP,SO300703
SGMISPend,HARPER ADAMS,HARPER ADAMS (RURAL ENTERPRISES) LIMITED,04848449
SGMISPend,HARPER ADAMS UNIVERSITY,HARPER ADAMS UNIVERSITY,08049710
SGMISPend,HARPER MACLEOD LLP,HARPER MACLEOD LLP,SO300331
SGMISPend,HARRY MAIDEN LIMITED,HARRY MAIDEN LIMITED,SC042004
SGMISPend,HARVEY NASH CONSULTING (SCOTLAND) LIMITED,HARVEY NASH CONSULTING (SCOTLAND) LIMITED,SC306869
SGMISPend,HAVEN PRODUCTS LIMITED,HAVEN PRODUCTS LIMITED,SC023852
SGMISPend,HAWKSMERE LIMITED T/A KAPLAN LEADERSHIP & PROFESSIONAL DEVELOPMENT,HAWKSMERE LIMITED,04867906
SGMISPend,HAWTHORNE,HAWTHORNE LIMITED,04124063
SGMISPend,HAYMARKET MEDIA GROUP LIMITED,HAYMARKET MEDIA GROUP LTD.,00267189
SGMISPend,HAYS SPECIALIST RECRUITMENT,HAYS SPECIALIST RECRUITMENT LIMITED,00975677
SGMISPend,HAZCO ENVIRONMENTAL LIMITED,HAZCO ENVIRONMENTAL LIMITED,SC709211
SGMISPend,HCR LIMITED,HCR LIMITED,02046903
SGMISPend,HEALIX INTERNATIONAL,HEALIX INTERNATIONAL LIMITED,03912483
SGMISPend,HEALTH AND SOCIAL CARE ALLIANCE SCOTLAND,THE HEALTH AND SOCIAL CARE ALLIANCE SCOTLAND,SC307731
SGMISPend,HEALTH MANAGEMENT LIMITED,HEALTH MANAGEMENT LIMITED,04369949
SGMISPend,HEALTHCARE CONFERENCES,HEALTHCARE CONFERENCES UK LTD,07696820
SGMISPend,HEART OF MIDLOTHIAN PLC,HEART OF MIDLOTHIAN PLC,SC005863
SGMISPend,HENDERSON LOGGIE,HENDERSON LOGGIE LLP,SO301630
SGMISPend,HENRIKSEN,HENRIKSEN LIMITED,04850416
SGMISPend,HENTY OIL LIMITED,HENTY OIL LIMITED,01453260
SGMISPend,HERIOT-WATT TRADING LIMITED,HERIOT-WATT TRADING LIMITED,SC132919
SGMISPend,HERITAGE PORTFOLIO LIMITED,HERITAGE PORTFOLIO LIMITED,SC234207
SGMISPend,HERMISTON MOTOR COMPANY,HERMISTON MOTOR CO LTD,SC620008
SGMISPend,HETLEYS (UK) LIMITED,HETLEYS (UK) LTD,SC371724
SGMISPend,HEY GIRLS CIC,HEY GIRLS CIC,SC570283
SGMISPend,HFMA,HFMA LTD,04815434
SGMISPend,HG3 CONFERENCES,HG3 CONFERENCES LIMITED,07420956
SGMISPend,HIBERNIAN FOOTBALL CLUB LIMITED,THE HIBERNIAN FOOTBALL CLUB LIMITED,SC005323
SGMISPend,HIGH LIFE HIGHLAND LIMITED,HIGH LIFE HIGHLAND,SC407011
SGMISPend,HIGHLAND AGRICULTURAL LABOUR SERVICES LIMITED T/A HALS LIMITED,HIGHLAND AGRICULTURAL LABOUR SERVICES LIMITED,SC169901
SGMISPend,HIGHLAND BODYSHOP CAR,HIGHLAND BODYSHOP CAR AND COMMERCIAL LTD,SC582486
SGMISPend,HIGHLAND BUSINESS COACHING LIMITED T/A INNER WORKS COACHING,HIGHLAND BUSINESS COACHING LTD,SC460344
SGMISPend,HIGHLAND BUSINESS SERVICES LIMITED,HIGHLAND BUSINESS SERVICES LTD,03193585
SGMISPend,HIGHLAND CHOCOLATIER,HIGHLAND CHOCOLATIER LIMITED,SC449145
SGMISPend,HIGHLAND FASTENERS LTD,HIGHLAND FASTENERS LIMITED,SC390358
SGMISPend,HIGHLAND INDUSTRIAL SUPPLIES LIMITED,HIGHLAND INDUSTRIAL SUPPLIES LIMITED,SC088770
SGMISPend,HIGHLAND MOTORS LIMITED,HIGHLAND MOTORS LIMITED,SC315025
SGMISPend,HIGHLAND OFFROAD (3) LIMITED T/A LAND ROVER EXPERIENCE SCOTLAND,HIGHLAND OFFROAD (3) LIMITED,SC452716
SGMISPend,HIGHLAND TRACTORS,HIGHLAND TRACTORS LTD,SC500826
SGMISPend,HIPPO SOFTWARE LIMITED,HIPPO SOFTWARE LIMITED,SC223746
SGMISPend,HISTORIC SCOTLAND,HISTORIC SCOTLAND FOUNDATION,SC222035
SGMISPend,HITZINGER UK LIMITED,HITZINGER UK LIMITED,03984417
SGMISPend,"HIVE OF WELLBEING LIMITED, THE",THE HIVE OF WELLBEING LIMITED,SC562774
SGMISPend,HKZ SERVICES LIMITED T/A VECTOR TRANSPORT CONSULTANCY,HKZ SERVICES LTD,SC338497
SGMISPend,HOBBYCRAFT,HOBBYCRAFT LIMITED,01038180
SGMISPend,HOGGS OF FIFE LIMITED,HOGGS OF FIFE LIMITED,SC015281
SGMISPend,HOLIDAY INNS,HOLIDAY INNS (ENGLAND) LIMITED,01880458
SGMISPend,HOLYROOD COMMUNICATIONS LIMITED,HOLYROOD COMMUNICATIONS LTD.,SC200011
SGMISPend,HOME BARGAINS,HOME BARGAINS LIMITED,07954093
SGMISPend,HOME HARDWARE,HOME HARDWARE LIMITED,05727928
SGMISPend,HOME WARE,HOME WARE OUTLET LTD,09072897
SGMISPend,HOOKSON LIMITED,HOOKSON LIMITED,SC217681
SGMISPend,HOOTSUITE MEDIA INCORPORATED,HOOTSUITE MEDIA UK LIMITED,08056847
SGMISPend,HOPETOUN HOUSE LIMITED,HOPETOUN HOUSE LIMITED,SC135734
SGMISPend,HORISK LESLIE DEVELOPMENT LIMITED,HORISK LESLIE DEVELOPMENT LTD,SC411872
SGMISPend,HORIZON PARKING,HORIZON PARKING LIMITED,07748407
SGMISPend,HORSECROSS TRADING LIMITED,HORSECROSS TRADING LTD,SC081948
SGMISPend,HOTEL COLESSIO (CASTLE) LIMITED,HOTEL COLESSIO (CASTLE) LIMITED,11409906
SGMISPend,HOTEL HEBRIDES,HOTEL HEBRIDES LTD,SC441524
SGMISPend,HOUSE FOR AN ART LOVER,HOUSE FOR AN ART LOVER,SC156871
SGMISPend,HOUSE OF FRASER,HOUSE OF FRASER LIMITED,10686681
SGMISPend,HOVER,HOVER LIMITED,07764571
SGMISPend,HOWARD LEAGUE,HOWARD LEAGUE FOR PENAL REFORM (INCORPORATING THE HOWARD CENTRE FOR PENOLOGY)(THE),00898514
SGMISPend,HOWE TOOLS LTD,HOWE TOOLS LIMITED,09176611
SGMISPend,HOWIES,HOWIE'S INCORPORATED LTD,08878884
SGMISPend,HP INC. UK LIMITED,HP INC UK LIMITED,09408979
SGMISPend,HPC GEARS LTD,HPC GEARS LIMITED,03262229
SGMISPend,HSD ONLINE,HSD ONLINE LTD,05830612
SGMISPend,HSM (UK) LTD,HSM (UK) LIMITED,04762510
SGMISPend,HUGH FRASER,HUGH FRASER (FORT WILLIAM) LIMITED,SC048994
SGMISPend,HULL CARS,HULL CARS LTD,11771909
SGMISPend,HUMAN RESOURCES INTELLIGENCE LIMITED,HUMAN RESOURCES INTELLIGENCE LTD,SC583435
SGMISPend,HUMANWARE LTD,HUMANWARE EUROPE LTD,02678026
SGMISPend,HUMBER REWIND,HUMBER REWIND LIMITED,09551518
SGMISPend,HUNTERS OF LINLITHGOW,HUNTERS OF LINLITHGOW LIMITED,SC299675
SGMISPend,HUTTON & COMPANY (SHIPS CHANDLERS) LIMITED,HUTTON & CO (SHIPS CHANDLERS) LIMITED,03959614
SGMISPend,HYDRA INTERNATIONAL,HYDRA INTERNATIONAL LIMITED,02982464
SGMISPend,HYDRASUN LTD,HYDRASUN LIMITED,SC059688
SGMISPend,HYDROBOND ENGINEERING,HYDROBOND ENGINEERING LIMITED,SC080870
SGMISPend,I & K MOTORS LTD,I & K MOTORS LTD.,SC243121
SGMISPend,I ELECTRONICS,I-ELECTRONICS LIMITED,01349681
SGMISPend,IANSYST LIMITED,IANSYST LIMITED,01723151
SGMISPend,ICM ELECTRICAL INVERNESS LIMITED,ICM ELECTRICAL INVERNESS LTD,SC488676
SGMISPend,ICOM UK LIMITED,ICOM (UK) LIMITED,01461875
SGMISPend,ICONIC IAN CLARK CONSULTING LIMITED,ICONIC IAN CLARK CONSULTING LIMITED,SC415033
SGMISPend,IDAEA LIMITED,IDAEA LIMITED,SC345624
SGMISPend,IDEAGEN GAEL LIMITED,IDEAGEN GAEL LIMITED,SC208191
SGMISPend,IDOX SOFTWARE LIMITED,IDOX SOFTWARE LTD,02933889
SGMISPend,IEMA LTD,IEMA LIMITED,11754168
SGMISPend,IET SERVICES LIMITED,IET SERVICES LIMITED,00909719
SGMISPend,IFF RESEARCH LIMITED,I.F.F RESEARCH LIMITED,00849983
SGMISPend,IHS GLOBAL LIMITED,IHS GLOBAL LIMITED,00788737
SGMISPend,IIBA UK,IIBA UK CHAPTER,06067668
SGMISPend,IKAR GB LIMITED,IKAR GB LIMITED,06491275
SGMISPend,ILASCO LTD,ILASCO LIMITED,SC071900
SGMISPend,ILEACH LTD,ILEACH LTD.,SC237949
SGMISPend,"ILKLEY GROUP LIMITED, THE",ILKLEY GROUP LIMITED,10476623
SGMISPend,ILLUMINA CAMBRIDGE LIMITED,ILLUMINA CAMBRIDGE LIMITED,03625145
SGMISPend,ILX GROUP PLC,ILX GROUP PLC,08827824
SGMISPend,IMAJICA BRAND EVOLUTION,IMAJICA BRAND EVOLUTION LIMITED,SC408617
SGMISPend,IMENCO UK LIMITED,IMENCO UK LIMITED,SC372021
SGMISPend,IMF TECHNICAL SERVICES LIMITED,I.M.F. TECHNICAL SERVICES LIMITED,SC109451
SGMISPend,IMPACT FACTORY LIMITED,IMPACT FACTORY LIMITED,05512038
SGMISPend,IMPACT FORK TRUCKS,IMPACT FORK TRUCKS LIMITED,02550150
SGMISPend,IMPACT FUNDING PARTNERS,IMPACT FUNDING PARTNERS LTD,SC261186
SGMISPend,IMPROVE INTERNATIONAL LIMITED,IMPROVE INTERNATIONAL LTD.,03568194
SGMISPend,IMPROVEMENT & DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,IMPROVEMENT AND DEVELOPMENT AGENCY FOR LOCAL GOVERNMENT,03675577
SGMISPend,IMPROVEMENT SERVICE,IMPROVEMENT SERVICE COMPANY,SC287978
SGMISPend,INCH PARK COMMUNITY SP,INCH PARK COMMUNITY SPORTS CLUB,SC342628
SGMISPend,INCLUSION SCOTLAND,INCLUSION SCOTLAND,SC243492
SGMISPend,INDEPENDENT NETWORKS CO-OPERATIVE ASSOCIATION LIMITED,INDEPENDENT NETWORKS CO-OPERATIVE ASSOCIATION LIMITED,IP030852
SGMISPend,INDESPENSION,INDESPENSION LTD,02125263
SGMISPend,INDIA QUAY,INDIA QUAY LIMITED,SC286334
SGMISPend,INDICIA TRAINING LTD,INDICIA TRAINING LIMITED,SC318835
SGMISPend,INDIGO BUSINESS SERVICES LTD,INDIGO BUSINESS SERVICES LIMITED,04255867
SGMISPend,"INDIGO HOUSE GROUP, THE",THE INDIGO HOUSE GROUP LTD,SC544395
SGMISPend,INDUSTORE LIMITED,INDUSTORE LIMITED,02421789
SGMISPend,INFOLAW LIMITED,INFOLAW LIMITED,02602204
SGMISPend,INFORMATION SECURITY FORUM LIMITED,INFORMATION SECURITY FORUM LIMITED,04822538
SGMISPend,INFORMATION TODAY LTD,INFORMATION TODAY LIMITED,03444264
SGMISPend,INFORMED SOLUTIONS LIMITED,INFORMED SOLUTIONS LIMITED,02755304
SGMISPend,INK N TONER UK,INK N TONER UK RETAIL LIMITED,05280617
SGMISPend,INNOVATION DIGITAL,INNOVATION DIGITAL LIMITED,SC246735
SGMISPend,INPSYCH BUSINESS PSYCHOLOGISTS LIMITED,INPSYCH BUSINESS PSYCHOLOGISTS LIMITED,SC311138
SGMISPend,INSIGHT DIRECT UK LIMITED,INSIGHT DIRECT (UK) LTD,02579852
SGMISPend,INSIGHTS LEARNING & DEVELOPMENT LIMITED,INSIGHTS LEARNING & DEVELOPMENT LIMITED,SC107074
SGMISPend,INSIGHTS LTD,INSIGHTS T/A ISX4 LTD,NI653589
SGMISPend,INSPIRED COMMUNITY ENTERPRISE TRUST LIMITED,INSPIRED COMMUNITY ENTERPRISE TRUST LTD,SC412597
SGMISPend,INSPIRED TESTING LIMITED,INSPIRED TESTING LIMITED,10141744
SGMISPend,INSTITUTE FOR EMPLOYMENT STUDIES,INSTITUTE FOR EMPLOYMENT STUDIES,00931547
SGMISPend,INSTITUTE FOR GOVERNMENT,INSTITUTE FOR GOVERNMENT,06480524
SGMISPend,INSTITUTE FOR PUBLIC POLICY RESEARCH,INSTITUTE FOR PUBLIC POLICY RESEARCH,02292601
SGMISPend,"INSTITUTE OF ECONOMIC DEVELOPMENT, THE",INSTITUTE OF ECONOMIC DEVELOPMENT,01748926
SGMISPend,INSTITUTE OF INTERNAL COMMUNICATION,INSTITUTE OF INTERNAL COMMUNICATION LIMITED,00781781
SGMISPend,INSTITUTE OF REVENUES RATING AND VALUATION,"THE INSTITUTE OF REVENUES, RATING AND VALUATION",00223447
SGMISPend,INSTITUTE OF WATER,INSTITUTE OF WATER,00539193
SGMISPend,INSTRUCTUS,INSTRUCTUS,07066687
SGMISPend,INTEGRATING TECHNOLOGY (SCOTLAND) LIMITED,INTEGRATING TECHNOLOGY (SCOTLAND) LTD.,SC256361
SGMISPend,INTEGRITY SCOTLAND LIMITED,INTEGRITY SCOTLAND LTD,SC347782
SGMISPend,INTELLIGENT E-LEARNING LIMITED T/A FIRE SAFETY AT WORK,INTELLIGENT E LEARNING LTD,11379757
SGMISPend,INTERCULTURAL YOUTH SCOTLAND,INTERCULTURAL YOUTH SCOTLAND,CS003806
SGMISPend,INTERFLON SCOTLAND,INTERFLON SCOTLAND LIMITED,SC650757
SGMISPend,INTERNATIONAL FUTURES FORUM,INTERNATIONAL FUTURES FORUM,SC329625
SGMISPend,INTERNATIONAL PAINT LIMITED,INTERNATIONAL PAINT LIMITED,00063604
SGMISPend,INTRAFISH MEDIA AS,INTRAFISH MEDIA AS,FC028172
SGMISPend,INVERHOW LIMITED T/A HOWIES RESTAURANTS,INVERHOW LTD,SC480229
SGMISPend,INVERNESS AIRPORT,INVERNESS AIRPORT BUSINESS PARK LIMITED,SC223801
SGMISPend,INVERNESS CALEDONIAN THISTLE FOOTBALL CLUB,INVERNESS CALEDONIAN THISTLE FOOTBALL CLUB SOCIAL CLUB LIMITED,SC395907
SGMISPend,INVISIBLE CITIES LIMITED,INVISIBLE CITIES LIMITED,02499258
SGMISPend,"INVOLVE FOUNDATION, THE",THE INVOLVE FOUNDATION,05669443
SGMISPend,IOM CONSULTING LIMITED,IOM CONSULTING LIMITED,SC205670
SGMISPend,IOMART HOSTING LIMITED,IOMART HOSTING LIMITED,SC275629
SGMISPend,IONAD CHALUIM CHILLE ILE,IONAD CHALUIM CHILLE ILE,SC209046
SGMISPend,IPP EDUCATION LIMITED T/A CHARTERED INSTITUTE OF PAYROLL PROFESSIONAL,IPP EDUCATION LIMITED,03612942
SGMISPend,IPSOS MORI,IPSOS MORI UK LIMITED,01640855
SGMISPend,IRG ADVISORS LLP T/A ODGERS BERNDTSON,IRG ADVISORS LLP,OC354226
SGMISPend,IRM UK,IRM UK STRATEGIC IT TRAINING LIMITED,03747302
SGMISPend,IRON MOUNTAIN,IRON MOUNTAIN LIMITED,02236749
SGMISPend,IRONSIDE FARRAR LIMITED,IRONSIDE FARRAR LIMITED,SC109330
SGMISPend,IRONWORKS VENUE LIMITED,THE IRONWORKS VENUE LIMITED,SC348446
SGMISPend,IRVINE MACKAY PROPERTY LIMITED,IRVINE MACKAY (PROPERTY) LIMITED,SC136319
SGMISPend,ISC 2,(ISC)2 LIMITED,05263252
SGMISPend,ISC2,ISC2.COM LIMITED,03908410
SGMISPend,IWA,I.W.A. LTD,03328461
SGMISPend,IWM,IWM LIMITED,13510975
SGMISPend,J & J PNEUMATICS LTD,J. & J. PNEUMATICS LIMITED,01309853
SGMISPend,J & W TAIT,J & W TAIT LIMITED,SC030430
SGMISPend,J THOMSON COLOUR PRINTERS LIMITED,J. THOMSON COLOUR PRINTERS LIMITED,SC029216
SGMISPend,J.C.B SERVICE LTD,J.C.B. SERVICE,00564955
SGMISPend,JACK ROSE,JACK ROSE LTD,13887909
SGMISPend,JACKS SELF DRIVE,JACK'S SELF DRIVE CAR HIRE LTD,03477048
SGMISPend,JACKSON TRAWLS LIMITED,JACKSON TRAWLS LIMITED,SC058902
SGMISPend,JACOBS UK LIMITED,JACOBS U.K. LIMITED,02594504
SGMISPend,JAMES BOYLAN SAFETY (NI) LIMITED T/A JBS GROUP,JAMES BOYLAN SAFETY (NI) LIMITED,NI004135
SGMISPend,JAMES HAUGH (DUMFRIES),JAMES HAUGH (DUMFRIES) LIMITED,SC206493
SGMISPend,JAMES HAUGH DUMFRIES LIMITED,JAMES HAUGH (DUMFRIES) LIMITED,SC206493
SGMISPend,"JAMES HUTTON INSTITUTE, THE",THE JAMES HUTTON INSTITUTE,SC374831
SGMISPend,JAMES STEVENSON (FLAGS) LIMITED,JAMES STEVENSON (FLAGS) LIMITED,SC047510
SGMISPend,JANSVANS LTD,JANSVANS LIMITED,SC151046
SGMISPend,JASMINE LTD,JASMINE LIMITED,SC082975
SGMISPend,JAYTEC GLASS LIMITED,JAYTEC GLASS LIMITED,05116623
SGMISPend,JELF INSURANCE BROKERS,JELF INSURANCE BROKERS LIMITED,00837227
SGMISPend,JEREMY EVANS ASSOCIATES LIMITED,JEREMY EVANS ASSOCIATES LIMITED,04537450
SGMISPend,JESSOPS,JESSOPS BAKERY LIMITED,08384799
SGMISPend,JETBRAINS,JETBRAINS SOLUTIONS LTD,13350696
SGMISPend,JEWSON,JEWSON LIMITED,00348407
SGMISPend,JFD LIMITED,JFD LIMITED,SC123684
SGMISPend,JIGSAW SYSTEMS LTD,JIGSAW SYSTEMS LIMITED,02682904
SGMISPend,JIM'S GARAGE SHETLAND LIMITED,JIM'S GARAGE(SHETLAND) LIMITED,SC083633
SGMISPend,JK ORKNEY T/A LOGO ORK,JK ORKNEY,SC413058
SGMISPend,JLA,JLA LIMITED,01094178
SGMISPend,JMARCHITECTS LIMITED,JMARCHITECTS LIMITED,SC172002
SGMISPend,JMC PRINT SERVICES LIMITED,JMC PRINT SERVICES LTD,SC554279
SGMISPend,JOHN MCCORMACK T/A RECOVERY TRAINING AND CONSULTANCY,JOHN MCCORMACK LIMITED,04129942
SGMISPend,JOHN MCKAY,JOHN MCKAY (INSURANCE) LIMITED,SC015934
SGMISPend,JOHN O'CONNER GROUNDS MAINTENANCE LIMITED,JOHN O'CONNER (GROUNDS MAINTENANCE) LIMITED,02617638
SGMISPend,JOHN PEARSON (MOTORS),JOHN PEARSON (MOTORS) 1924 LIMITED,SC013450
SGMISPend,JOHNSTON BROS,JOHNSTON BROS. (HIRE CARS) LIMITED,00585090
SGMISPend,JONES & BROOKS LIMITED,"JONES & BROOKS,LIMITED",00057145
SGMISPend,JOOKU,JOOKU LTD,10320561
SGMISPend,JR WHITEHEAD 2000 LIMITED,J.R. WHITEHEAD 2000 LIMITED,03670837
SGMISPend,JSC DEVELOPMENTS CENTRAL LIMITED,JSC DEVELOPMENTS CENTRAL LIMITED,SC480718
SGMISPend,JSR SERVICES (BLAIRGOWRIE) LIMITED,JSR SERVICES (BLAIRGOWRIE) LIMITED,SC279806
SGMISPend,JTF WIRELESS LIMITED,JTF WIRELESS LIMITED,08110034
SGMISPend,JUMPING RIVERS LIMITED,JUMPING RIVERS LTD,10113980
SGMISPend,JUST SIGN LTD,JUST SIGN LIMITED,SC271544
SGMISPend,JUSTICE,JUSTICE,03216897
SGMISPend,JUSTOM,JUSTOM LTD,04885902
SGMISPend,JUSTRIGHT SCOTLAND,JUSTRIGHT SCOTLAND,CS003061
SGMISPend,K J MACDONALD LTD,K.J. MACDONALD LIMITED,SC036180
SGMISPend,KALEIDOSCOPE ADVERTISING DESIGN MARKETING LIMITED,KALEIDOSCOPE. ADVERTISING. DESIGN. MARKETING LTD.,02189580
SGMISPend,KALEIDOSCOPE HEALTH AND CARE COMMUNITY INTEREST COMPANY,KALEIDOSCOPE HEALTH & CARE COMMUNITY INTEREST COMPANY,10338770
SGMISPend,KALL KWIK,KALL KWIK LIMITED,07866068
SGMISPend,KANEKA EUROGENTEC SA,KANEKA EUROGENTEC SA,FC032295
SGMISPend,KANTAR MEDIA INTELLIGENCE LIMITED,KANTAR MEDIA INTELLIGENCE LTD.,00540209
SGMISPend,KANTAR UK LIMITED,KANTAR UK LIMITED,03073845
SGMISPend,KAPLAN FINANCIAL LTD,KAPLAN FINANCIAL LIMITED,01028790
SGMISPend,KAPTEN,KAPTEN KITCHEN LTD,12890929
SGMISPend,KAREN ASHBY TRAINING LIMITED,KAREN ASHBY TRAINING LTD,07287373
SGMISPend,KARIS PROPERTY COMPANY LIMITED,KARIS PROPERTY COMPANY LIMITED,SC236994
SGMISPend,KDR SEATING LTD,KDR SEATING LIMITED,05928019
SGMISPend,KEELA INTERNATIONAL LIMITED,KEELA INTERNATIONAL LIMITED,SC116720
SGMISPend,KEHF LIMITED,KEHF LIMITED,02754697
SGMISPend,KEHOES,KEHOE'S LIMITED,04098871
SGMISPend,KEIL CENTRE LIMITED,THE KEIL CENTRE LIMITED,SC196855
SGMISPend,KEMPSTON CONTROLS,KEMPSTON CONTROLS LIMITED,04492893
SGMISPend,KERNEL CREATIVES LIMITED T/A ALMOND,KERNEL CREATIVES LIMITED,SC117299
SGMISPend,KEVIN MURRAY ASSOCIATES,KEVIN MURRAY ASSOCIATES LTD.,SC237928
SGMISPend,KIBBLE GARDEN DECOR LIMITED,KIBBLE GARDEN DECOR LTD,SC417362
SGMISPend,KICKTEK LTD,KICKTEK LIMITED,08351255
SGMISPend,KILDALE MARINE,KILDALE MARINE LIMITED,04560886
SGMISPend,KILMARNOCK STATION RAILWAY HERITAGE TRUST,KILMARNOCK STATION RAILWAY HERITAGE TRUST,CS001647
SGMISPend,KILO MARINE ELECTRONICS LIMITED,KILO MARINE ELECTRONICS LIMITED,05489215
SGMISPend,"KING'S FUND, THE",THE KING'S FUND,RC000826
SGMISPend,KINGSMILLS HOTEL,KINGSMILLS HOTEL COMPANY LIMITED,SC325315
SGMISPend,KINGSTON MARINE SERVICES LIMITED,KINGSTON MARINE SERVICES LIMITED,03661316
SGMISPend,KNOWDATA LIMITED,KNOWDATA LIMITED,02882185
SGMISPend,KNOWLEDGE EXCHANGE GROUP LIMITED,KNOWLEDGE EXCHANGE GROUP LTD,08808447
SGMISPend,KODAK ALARIS LIMITED,KODAK ALARIS LIMITED,08552155
SGMISPend,KOGAN PAGE LTD,KOGAN PAGE LIMITED,00905919
SGMISPend,KOMMANDO LIMITED,KOMMANDO WW LTD,SC308469
SGMISPend,KONGSBERG MARITIME LIMITED,KONGSBERG MARITIME LIMITED,SC107343
