ocid,releasedate,aw_value
ocds-0c46vo-0384-SPE2D619F70VX,2019-11-16 16:40:15.183805,89.8
ocds-0c46vo-0384-47QSWA19P10ZE,2019-11-17 03:50:41.105332,118.66
ocds-0c46vo-0384-47QSWA19F1YNJ,2019-11-16 16:40:10.158549,30.48
ocds-0c46vo-0384-47QSWA19F6STB,2019-11-17 03:32:34.038508,868.68
ocds-0c46vo-0384-47QSCC20F03A1,2019-11-16 16:39:40.607370,173.97
ocds-0c46vo-0384-HSBP1006F12270,2019-11-17 03:32:23.844596,14898.5
ocds-0c46vo-0384-SPE4A619F088R,2019-11-16 16:39:01.259170,30400.0
ocds-0c46vo-0384-47QSEA19FACN0,2019-11-17 03:30:38.577531,44.32
ocds-0c46vo-0384-47QSWA19F2H74,2019-11-16 16:38:44.658420,96.8
ocds-0c46vo-0384-47QSEA19FAC83,2019-11-17 03:26:40.914815,25.44
ocds-0c46vo-0384-47QSWA19P0DZX,2019-11-16 16:38:40.698030,97.36
ocds-0c46vo-0384-DJO2006TO083,2019-11-17 03:23:40.571474,51044.0
ocds-0c46vo-0384-47QSHA19F1YD5,2019-11-16 16:38:40.239253,32.59
ocds-0c46vo-0384-47QSEA19FACAL,2019-11-17 03:17:00.962523,114.78
ocds-0c46vo-0384-SPE8E519P0478,2019-11-16 16:38:28.746586,35172.8
ocds-0c46vo-0384-47QSWA19F6TMA,2019-11-17 03:15:49.008879,56.0
ocds-0c46vo-0384-47QMCA19F073E,2019-11-16 16:38:28.535070,35258.0
ocds-0c46vo-0384-MCC060133CON44,2019-11-17 03:15:36.430633,20139114.41
ocds-0c46vo-0384-SPE7M119F287T,2019-11-16 16:36:55.647555,35.84
ocds-0c46vo-0384-47QSEA20F0P89,2019-11-16 12:22:18.966605,18.76
ocds-0c46vo-0384-SPE4A619FBQCM,2019-11-16 08:26:45.455598,911.1
ocds-0c46vo-0384-47QSHA20F0HY1,2019-11-16 12:22:18.391090,710.1
ocds-0c46vo-0384-SPE3SU19F62Y8,2019-11-16 08:25:42.629966,194.14
ocds-0c46vo-0384-SPE4A719P7538,2019-11-16 12:22:01.306275,150989.09
ocds-0c46vo-0384-47QSWA19F2LNJ,2019-11-16 08:25:40.715537,102.65
ocds-0c46vo-0384-47QSEA20F0Q5C,2019-11-16 12:21:05.296862,635.28
ocds-0c46vo-0384-SPE3SU19F7LF4,2019-11-16 08:24:54.967002,106.08
ocds-0c46vo-0384-47QMCA19F07DB,2019-11-16 12:21:00.988782,19571.0
ocds-0c46vo-0384-SPE2DV19FA7JV,2019-11-16 08:23:53.234810,199.92
ocds-0c46vo-0384-47QSEA20F0PQH,2019-11-16 12:20:57.724622,11.43
ocds-0c46vo-0384-SPE2DX19FE6C2,2019-11-16 08:23:50.132601,1077.12
ocds-0c46vo-0384-47QSHA19F2V83,2019-11-16 12:20:14.324137,111.93
ocds-0c46vo-0384-SPE4A619PB035,2019-11-16 08:23:49.111511,1079.0
ocds-0c46vo-0384-SPE2DV19FZ9Q1,2019-11-16 12:20:07.899326,122.1
ocds-0c46vo-0384-47QSWA19F211X,2019-11-16 08:21:40.233221,208.96
ocds-0c46vo-0384-N0018919PZ091,2019-11-16 12:19:42.233851,8724.0
ocds-0c46vo-0384-SPE4A619FBQDW,2019-11-16 08:21:06.784186,1278.3
ocds-0c46vo-0384-SPE7M119F570G,2019-11-16 12:19:28.798146,120.88
ocds-0c46vo-0384-SPE30019F3RWD,2019-11-16 08:21:00.098943,1294.51
ocds-0c46vo-0384-47QMCA19F0785,2019-11-16 12:19:23.193281,27350.0
ocds-0c46vo-0384-SPE2D619F0N54,2019-11-16 08:20:07.603756,1362.13
ocds-0c46vo-0384-SPE2DV19FJYDT,2019-11-16 12:18:12.502888,10028.3
ocds-0c46vo-0384-47QSCA19F01WW,2019-11-16 08:17:19.176835,139.62
ocds-0c46vo-0384-SPE7M119FAF67,2019-11-16 12:17:47.584153,0.11
ocds-0c46vo-0384-47QSCA19F01GK,2019-11-16 08:17:13.313266,226.05
ocds-0c46vo-0133-062383-2020,2020-02-07 00:00:00.000000,207250.0
ocds-0c46vo-0384-SPE4A519FAY7H,2019-11-16 12:17:26.298795,130.32
ocds-0c46vo-0384-SPE3SU19F656C,2019-11-16 08:16:01.297184,231.94
ocds-0c46vo-0384-SPE7L119FAYZ0,2019-11-16 12:16:18.007347,4.52
ocds-0c46vo-0384-SPE5E919V3081,2019-11-16 08:15:58.798916,1954.0
ocds-0c46vo-0384-47QSWA19P0B8V,2019-11-16 12:15:23.394583,138.06
ocds-0c46vo-0384-SPE30019F3BFY,2019-11-16 08:15:31.281267,149.9
ocds-0c46vo-0384-SPE2DV19FU8P3,2019-11-16 12:15:19.156447,138.78
ocds-0c46vo-0384-SPE7L119F508B,2019-11-16 08:14:50.055411,2139.26
ocds-0c46vo-0384-47QSHA19F2VWY,2019-11-16 12:15:13.370899,6.11
ocds-0c46vo-0384-SPE2DV19F6AJ5,2019-11-16 08:14:49.846361,2140.68
ocds-0c46vo-0384-47QSHA19F2VD6,2019-11-16 12:13:17.640542,9.99
ocds-0c46vo-0384-SP47W119F953K,2019-11-16 08:14:19.212011,153.54
ocds-0c46vo-0384-W911S219P0527,2019-11-16 12:12:53.249394,18621.46
ocds-0c46vo-0384-47QSCC19F267X,2019-11-16 08:12:50.482348,2542.8
ocds-0c46vo-0384-SPE2DV19FCBHD,2019-11-16 12:12:10.627411,151.74
ocds-0c46vo-0384-SPE3SU19F7LR2,2019-11-16 08:12:41.657523,161.98
ocds-0c46vo-0384-47QSHA19F2VHE,2019-11-16 12:12:10.230183,11.74
ocds-0c46vo-0384-SPE3SU19F633A,2019-11-16 08:11:45.361394,249.88
ocds-0c46vo-0384-47QMCA19F03JT,2019-11-16 12:11:38.999953,21545.0
ocds-0c46vo-0384-47QSCC19F266T,2019-11-16 08:10:58.500348,3114.94
ocds-0c46vo-0384-SPE2DV19F8U45,2019-11-16 12:11:05.101312,154.76
ocds-0c46vo-0384-SPE2D619F0U52,2019-11-16 08:10:07.315621,3295.1
ocds-0c46vo-0384-SPE3SU19F60Y0,2019-11-16 12:10:27.781441,155.55
ocds-0c46vo-0384-47QSEA19F43FV,2019-11-16 08:10:06.828351,177.13
ocds-0c46vo-0384-47QMCA19F03Q0,2019-11-16 12:08:49.844923,31969.0
ocds-0c46vo-0384-SPE3SU19F8G2G,2019-11-16 08:09:53.191417,3423.91
ocds-0c46vo-0384-SPE2DV19FJXTA,2019-11-16 12:08:31.128133,162.05
ocds-0c46vo-0384-SPE30019F2PT0,2019-11-16 08:09:50.223861,260.48
ocds-0c46vo-0384-47QSEA19F37EC,2019-11-16 12:07:24.720457,167.44
ocds-0c46vo-0384-SPE7M119V5103,2019-11-16 08:09:02.367005,3670.98
ocds-0c46vo-0384-SP47W119F16N3,2019-11-16 12:07:14.340820,21.25
ocds-0c46vo-0384-SPE3SU19F7K6C,2019-11-16 08:08:45.838456,183.13
ocds-0c46vo-0384-47QSCC19F25BV,2019-11-16 12:07:05.919690,21.51
ocds-0c46vo-0384-SPE8E319F8182,2019-11-16 08:07:52.764932,189.12
ocds-0c46vo-0384-SPE4A619V015Q,2019-11-16 12:06:47.028758,21.68
ocds-0c46vo-0384-SPE2DX19F50KA,2019-11-16 08:07:24.607714,4262.59
ocds-0c46vo-0384-36C25019N0552,2019-11-16 12:05:55.282355,68603.0
ocds-0c46vo-0384-SPE2DV19FK6KK,2019-11-16 08:05:25.252867,281.28
ocds-0c46vo-0384-70B06C19P00000068,2019-11-16 12:05:16.696297,85000.0
ocds-0c46vo-0384-SPE3SU19F7M4V,2019-11-16 08:03:04.285882,221.42
ocds-0c46vo-0384-SPE3SU19F602U,2019-11-16 12:04:46.652555,176.7
ocds-0c46vo-0384-SPE8E319FEY51,2019-11-16 08:02:27.973617,225.0
ocds-0c46vo-0384-47QMCA19F03TA,2019-11-16 12:02:33.747617,111186.0
ocds-0c46vo-0384-SPE3SU19F66TC,2019-11-16 07:58:51.689346,316.61
ocds-0c46vo-0384-SPE60719FBPLW,2019-11-16 12:01:54.442732,188.58
ocds-0c46vo-0384-SPE4A619FBVD7,2019-11-16 07:58:44.822834,255.45
ocds-0c46vo-0384-SPE1C119F4870,2019-11-16 12:01:39.257265,32.56
ocds-0c46vo-0384-SP47W119F17T4,2019-11-16 07:58:18.804555,14752.2
ocds-0c46vo-0384-SPE2D619F0F27,2019-11-16 11:59:14.421863,38.62
ocds-0c46vo-0133-062264-2020,2020-02-07 00:00:00.000000,6904794.1
ocds-0c46vo-0422-302213,2019-11-25 20:55:43.744745,447272280.0
ocds-0c46vo-0422-324556,2019-11-25 20:58:45.017463,141807000.0
ocds-0c46vo-0422-305026,2019-11-25 20:57:12.994364,10146000.0
ocds-0c46vo-0422-301046,2019-11-25 20:54:59.224525,1289992600.0
ocds-0c46vo-0422-292266,2019-11-25 20:50:07.136978,1653000.0
ocds-0c46vo-0422-276950,2019-11-25 20:48:26.133929,9960000.0
ocds-0c46vo-0422-274726,2019-11-25 20:47:53.323752,24345000.0
ocds-0c46vo-0422-284540,2019-11-25 20:47:29.109032,114730000.0
ocds-0c46vo-0422-246195,2019-11-25 20:42:12.152102,205796850.0
ocds-0c46vo-0384-15BFTD19FUC110006,2019-11-16 07:53:15.836269,31933.0
ocds-0c46vo-0384-47QSEA19F4M18,2019-11-16 11:59:05.874302,39.38
ocds-0c46vo-0384-SP47W119F950M,2019-11-16 07:52:39.896898,295.14
ocds-0c46vo-0384-SPE3SU19F62HV,2019-11-16 11:59:05.096239,203.61
ocds-0c46vo-0384-SPE30019F2Q97,2019-11-16 07:51:38.388643,354.66
ocds-0c46vo-0384-SPE7L019P1114,2019-11-16 11:57:57.295474,0.0
ocds-0c46vo-0384-SPE3SU19F7LMA,2019-11-16 07:50:24.579657,319.46
ocds-0c46vo-0384-SPE2DV19F5HLS,2019-11-16 11:57:11.940456,213.9
ocds-0c46vo-0384-SPE3SU19F7LUW,2019-11-16 07:50:21.691912,320.87
ocds-0c46vo-0384-SPE2DV19FCBJ7,2019-11-16 11:57:11.009362,214.0
ocds-0c46vo-0384-20342119P00009,2019-11-16 07:49:58.446142,156705.5
ocds-0c46vo-0384-SPE3SU19F60GJ,2019-11-16 11:57:03.371285,215.41
ocds-0c46vo-0384-SPE7L319P4115,2019-11-16 07:49:36.285976,231700.0
ocds-0c46vo-0384-SPE5E419V4217,2019-11-16 11:56:34.412826,2.58
ocds-0c46vo-0384-SPE2DX19F4ENC,2019-11-16 07:49:11.642296,330.36
ocds-0c46vo-0384-SPE2DV19FRR33,2019-11-16 11:56:00.805419,3.92
ocds-0c46vo-0384-SPE60719FCP28,2019-11-16 07:49:08.435515,331.66
ocds-0c46vo-0384-47QSWA19F2X13,2019-11-16 11:55:00.389477,51.36
ocds-0c46vo-0384-SPE3SU19F7JU6,2019-11-16 07:48:59.853807,335.4
ocds-0c46vo-0384-47QSEA20C009Q,2019-11-16 11:54:38.709708,266.95
ocds-0c46vo-0384-47QMCA19F07YR,2019-11-16 07:48:48.015258,22850.0
ocds-0c46vo-0384-SP47W119F939L,2019-11-16 11:54:34.649093,7.53
ocds-0c46vo-0384-47QMCA19F07KP,2019-11-16 07:47:53.474263,39520.0
ocds-0c46vo-0384-SPE3SU19F61LP,2019-11-16 11:53:31.875883,229.52
ocds-0c46vo-0384-SPE60719FCL90,2019-11-16 07:47:51.811426,346.72
ocds-0c46vo-0384-47QSEA20F0QQ6,2019-11-16 11:53:02.499994,136.89
ocds-0c46vo-0384-SPE2DX19F76WN,2019-11-16 07:47:13.307388,386.86
ocds-0c46vo-0384-SPE5E219V4335,2019-11-16 11:52:55.288437,11.18
ocds-0c46vo-0384-47QSEA19F43M0,2019-11-16 07:47:00.611270,360.54
ocds-0c46vo-0384-SPE7L119FAZE9,2019-11-16 11:52:34.140233,59.54
ocds-0c46vo-0384-47QMCA19F07VN,2019-11-16 07:46:15.990109,24147.0
ocds-0c46vo-0384-47QSHA19F2GTX,2019-11-16 11:52:18.616850,11.91
ocds-0c46vo-0384-SPE3SU19F64J6,2019-11-16 07:45:28.193566,400.92
ocds-0c46vo-0384-47QSEA19F4LEA,2019-11-16 11:51:58.259744,61.14
ocds-0c46vo-0384-47QMCA19F07FL,2019-11-16 07:45:17.476080,36675.0
ocds-0c46vo-0384-47QSHA19F2W5J,2019-11-16 11:51:31.006027,62.24
ocds-0c46vo-0384-SPE4A019V0476,2019-11-16 07:44:39.039868,408.24
ocds-0c46vo-0384-SPE2D619F34HX,2019-11-16 11:51:28.592036,242.16
ocds-0c46vo-0384-SPE2DV19F2XUD,2019-11-16 07:44:13.961022,0.11
ocds-0c46vo-0384-SPE2DS19V4250,2019-11-16 11:51:19.582468,63.6
ocds-0c46vo-0384-SPE3SU19F7LCJ,2019-11-16 07:43:41.891131,395.65
ocds-0c46vo-0384-47QSWA19F2X8M,2019-11-16 11:50:45.426552,65.8
ocds-0c46vo-0384-SPE3SU19F7M03,2019-11-16 07:43:37.839010,398.71
ocds-0c46vo-0133-606644-2019,2019-12-20 00:00:00.000000,93246.26
ocds-0c46vo-0384-47QSHA20F0JL1,2019-11-16 11:49:38.789768,214.8
ocds-0c46vo-0384-SPE3SU19F7LPV,2019-11-16 07:43:07.438980,402.12
ocds-0c46vo-0384-SP47W119F523X,2019-11-16 11:49:19.478873,254.7
ocds-0c46vo-0384-SPE8E319FJB6N,2019-11-16 07:43:06.143307,402.45
ocds-0c46vo-0384-SPE3SU19F8FM4,2019-11-16 11:49:08.343449,71.73
ocds-0c46vo-0384-SPE2DV19FH3T4,2019-11-16 07:41:22.340241,428.64
ocds-0c46vo-0384-SPE2DS19V4260,2019-11-16 11:49:06.150973,72.0
ocds-0c46vo-0384-SPE3SU19F66UU,2019-11-16 07:41:18.259573,428.78
ocds-0c46vo-0384-47QSMA19F0RTQ,2019-11-16 11:49:00.729121,72.56
ocds-0c46vo-0384-47QSHA19F2XA6,2019-11-16 07:40:24.308202,11.82
ocds-0c46vo-0384-SPE2DV19FY8HZ,2019-11-16 11:48:54.805320,73.43
ocds-0c46vo-0384-47QSEA19F387N,2019-11-16 07:37:54.327204,459.99
ocds-0c46vo-0384-47QSEA19F3710,2019-11-16 11:48:43.243689,255.75
ocds-0c46vo-0384-SPE7M319V2331,2019-11-16 07:37:03.191982,468.92
ocds-0c46vo-0384-SPE4A619FBNCL,2019-11-16 11:47:23.073843,77.84
ocds-0c46vo-0384-47QSWA19F2YXF,2019-11-16 07:36:54.895118,21.75
ocds-0c46vo-0133-605894-2019,2019-12-20 00:00:00.000000,1.0
ocds-0c46vo-0422-331475,2019-11-25 20:58:30.011196,756000000.0
ocds-0c46vo-0384-47QSWA20F0FKN,2019-11-16 11:46:55.390011,57.04
ocds-0c46vo-0384-SPE2DX19FAVLL,2019-11-16 07:36:38.826497,510.63
ocds-0c46vo-0384-SPE3SU19F61C3,2019-11-16 11:46:54.451595,265.57
ocds-0c46vo-0384-47QSMA19F0S73,2019-11-16 07:36:33.320574,22.38
ocds-0c46vo-0384-SPE2DV19FRR53,2019-11-16 11:46:48.939885,23.06
ocds-0c46vo-0384-SPE4A619FBUG0,2019-11-16 07:36:02.904148,521.88
ocds-0c46vo-0384-SPE7MX19FAT8J,2019-11-16 11:46:48.494569,79.84
ocds-0c46vo-0384-47QSWA19F2Z4E,2019-11-16 07:35:27.898263,25.56
ocds-0c46vo-0384-75N94B20P00022,2019-11-16 11:46:32.744145,21194.54
ocds-0c46vo-0384-SPE3SU19F66RU,2019-11-16 07:35:07.014418,494.13
ocds-0c46vo-0384-47QSWA19P0ECD,2019-11-16 11:46:15.767601,23.96
ocds-0c46vo-0384-47QSCC19F1WY3,2019-11-16 07:33:52.373881,575.2
ocds-0c46vo-0384-47QSHA19F2GRM,2019-11-16 11:46:05.296989,24.64
ocds-0c46vo-0384-47QSEA19F4P77,2019-11-16 07:33:45.898080,30.82
ocds-0c46vo-0384-SPE3SU19F61N1,2019-11-16 11:44:51.118940,279.84
ocds-0c46vo-0384-SPE4A619FB8LC,2019-11-16 07:33:33.016373,507.36
ocds-0c46vo-0384-SPE2DX19FBFRK,2019-11-16 11:44:49.503792,87.62
ocds-0c46vo-0384-47QSEA19F4Q47,2019-11-16 07:33:00.257102,33.19
ocds-0c46vo-0384-SPE2D419F191A,2019-11-16 11:43:46.682639,91.58
ocds-0c46vo-0384-SPE7M519P4119,2019-11-16 07:32:25.268782,526.65
ocds-0c46vo-0384-SPE3SU19F8EMF,2019-11-16 11:43:14.622307,94.41
ocds-0c46vo-0384-N0010419PBQ66,2019-11-16 07:31:24.488435,628.92
ocds-0c46vo-0384-SPE2DV19FCYT6,2019-11-16 11:42:32.466525,97.8
ocds-0c46vo-0384-SPE2D619F76QC,2019-11-16 07:31:06.570578,644.35
ocds-0c46vo-0384-47QSCC19F1W46,2019-11-16 11:42:24.915976,33.98
ocds-0c46vo-0384-SPE3SU19F8KNM,2019-11-16 07:30:27.154218,41.22
ocds-0c46vo-0384-47QSEA19F41UC,2019-11-16 11:40:27.514600,38.2
ocds-0c46vo-0384-SPE3SU19F65Y1,2019-11-16 07:27:51.404724,582.36
ocds-0c46vo-0384-SPE7MX19FZ008,2019-11-16 11:40:15.127493,106.49
ocds-0c46vo-0384-SPE3SU19F7JL5,2019-11-16 07:27:08.410874,763.74
ocds-0c46vo-0384-SPE3SU19F8EXM,2019-11-16 11:39:46.663358,108.0
ocds-0c46vo-0384-SPE2DX19F78FX,2019-11-16 07:27:00.317228,770.52
ocds-0c46vo-0384-47QSWA19F2JVL,2019-11-16 11:39:44.033855,40.06
ocds-0c46vo-0384-SPE2DX19F6D4H,2019-11-16 07:26:54.744057,53.76
ocds-0c46vo-0384-47QSEA19F4L8B,2019-11-16 11:38:53.869164,112.9
ocds-0c46vo-0384-47QSHA19F2X5V,2019-11-16 07:25:34.963242,59.56
ocds-0c46vo-0384-SPE3SU19F61U1,2019-11-16 11:38:34.129196,321.23
ocds-0c46vo-0384-SPE2DX19FP0TA,2019-11-16 07:25:06.949384,833.08
ocds-0c46vo-0384-SP47W119F16B7,2019-11-16 11:37:43.538055,118.44
ocds-0c46vo-0384-47QSCC19F278L,2019-11-16 07:25:06.486826,61.38
ocds-0c46vo-0384-SPE3SU19F6062,2019-11-16 11:36:36.062961,335.65
ocds-0c46vo-0384-SPE2D619F1D98,2019-11-16 07:25:05.868635,61.46
ocds-0c46vo-0384-SPE8E719F2193,2019-11-16 11:34:41.296772,53.18
ocds-0c46vo-0384-47QSWA19F20BD,2019-11-16 07:24:21.957087,641.0
ocds-0c46vo-0384-47QSEA19F4LSM,2019-11-16 11:33:33.667997,137.7
ocds-0c46vo-0384-SPE2DX19F1U8L,2019-11-16 07:24:09.095278,883.34
ocds-0c46vo-0384-47QSEA19F4LAB,2019-11-16 11:32:31.792628,142.0
ocds-0c46vo-0384-SPE4A619FBRBS,2019-11-16 07:23:00.001721,70.85
ocds-0c46vo-0384-47QSEA20F0S8U,2019-11-16 11:31:59.878686,447.0
ocds-0c46vo-0384-SPE2DX19F0ZGN,2019-11-16 07:22:53.663687,664.6
ocds-0c46vo-0384-47QSEA20F0RZ1,2019-11-16 11:31:38.375746,44.8
ocds-0c46vo-0384-SPE3SU19F635A,2019-11-16 07:22:45.862949,670.0
ocds-0c46vo-0384-SPE2DX19FH6TR,2019-11-16 11:31:36.996075,63.44
ocds-0c46vo-0384-SPE2DV19F9SK4,2019-11-16 07:22:03.175461,680.68
ocds-0c46vo-0384-47QSEA19F40QY,2019-11-16 11:31:03.868773,65.0
ocds-0c46vo-0384-SPE7MC19P2881,2019-11-16 07:21:33.730160,992.52
ocds-0c46vo-0384-SPE7L119F277X,2019-11-16 11:30:55.319802,375.7
ocds-0c46vo-0384-SPE4A619FBTK0,2019-11-16 07:21:33.526793,992.85
ocds-0c46vo-0384-SPE2DV19F9YH7,2019-11-16 11:30:04.303891,153.7
ocds-0c46vo-0384-SPE7MX19FAV4B,2019-11-16 07:19:54.902814,85.74
ocds-0c46vo-0384-SP47W119F932C,2019-11-16 11:29:32.524012,70.84
ocds-0c46vo-0384-47QSHA19F2X7R,2019-11-16 07:19:20.793235,88.79
ocds-0c46vo-0384-SPE2DX19FD0UA,2019-11-16 11:28:26.573397,386.1
ocds-0c46vo-0384-SPE3SU19F7LP9,2019-11-16 07:19:16.669772,1123.03
ocds-0c46vo-0384-47QSEA19F4L26,2019-11-16 11:27:40.989736,163.9
ocds-0c46vo-0384-SPE60719FCP21,2019-11-16 07:17:55.576879,1213.78
ocds-0c46vo-0384-SPE3SU19F6135,2019-11-16 11:27:19.217988,400.15
ocds-0c46vo-0384-SPE7L119F432B,2019-11-16 07:17:49.192279,1227.69
ocds-0c46vo-0384-SPE2DV19F01Z9,2019-11-16 11:26:35.299681,168.58
ocds-0c46vo-0384-SPE2DV19FR94V,2019-11-16 07:16:33.411136,104.7
ocds-0c46vo-0384-SPE2DX19F8B2A,2019-11-16 11:26:16.541284,83.53
ocds-0c46vo-0384-SPE2D619F76RC,2019-11-16 07:15:59.447439,1349.25
ocds-0c46vo-0384-SPE2DH19F1118,2019-11-16 11:24:59.549644,89.0
ocds-0c46vo-0384-47QSCC19F1WRT,2019-11-16 07:15:47.347067,1378.44
ocds-0c46vo-0384-SPE60719FCSM3,2019-11-16 11:24:52.350753,177.18
ocds-0c46vo-0384-SPE3SU19F630Q,2019-11-16 07:15:34.131895,822.35
ocds-0c46vo-0384-47QSWA19P0B9W,2019-11-16 11:24:33.156494,426.72
ocds-0c46vo-0384-SPE2DV19FRY13,2019-11-16 07:15:27.570930,110.85
ocds-0c46vo-0384-SPE2D319F5684,2019-11-16 11:24:22.940974,179.62
ocds-0c46vo-0384-47QSWA19F2YMS,2019-11-16 07:13:47.827603,120.6
ocds-0c46vo-0384-SPE8EE19F1922,2019-11-16 11:23:44.476630,431.94
ocds-0c46vo-0384-SPE2D619F1C66,2019-11-16 07:12:50.729849,126.16
ocds-0c46vo-0384-SPE2D619F74GH,2019-11-16 11:23:22.511629,97.32
ocds-0c46vo-0384-47QSEA19F3964,2019-11-16 07:12:47.756600,907.0
ocds-0c46vo-0384-SPE2DX19FBUUV,2019-11-16 11:22:58.252120,97.66
ocds-0c46vo-0384-47QSWA19F2YJZ,2019-11-16 07:12:25.548272,128.99
ocds-0c46vo-0384-SPE2D619F99BW,2019-11-16 11:22:46.700372,188.28
ocds-0c46vo-0384-SPE30019F3B78,2019-11-16 07:12:20.815498,1704.0
ocds-0c46vo-0384-47QSHA19F2H84,2019-11-16 11:21:29.404294,103.85
ocds-0c46vo-0384-SPE30019F3T63,2019-11-16 07:12:11.103428,131.77
ocds-0c46vo-0384-SPE7M019V4826,2019-11-16 11:21:23.587961,105.0
ocds-0c46vo-0384-47QSHA19P09L1,2019-11-16 07:11:46.038675,134.75
ocds-0c46vo-0384-SPE3SU19F60KP,2019-11-16 11:21:08.203464,459.27
ocds-0c46vo-0384-SPE3SU19F8JEE,2019-11-16 07:08:54.681979,153.18
ocds-0c46vo-0384-47QSWA19F2KPB,2019-11-16 11:19:58.180066,112.0
ocds-0c46vo-0384-SPE2D619F76CY,2019-11-16 07:08:41.739092,2238.34
ocds-0c46vo-0384-SPE30019F3ABM,2019-11-16 11:19:17.145137,115.59
ocds-0c46vo-0384-47QSCC19F1WY2,2019-11-16 07:08:04.312102,2348.81
ocds-0c46vo-0384-SPE30019F3AK6,2019-11-16 11:19:12.605904,116.33
ocds-0c46vo-0384-SPE7L119F431N,2019-11-16 07:06:17.271624,2746.2
ocds-0c46vo-0384-SPE2D619F74CH,2019-11-16 11:19:03.857336,117.79
ocds-0c46vo-0384-SPE7L119V3742,2019-11-16 07:05:39.815202,2854.71
ocds-0c46vo-0384-SPE8E919V1151,2019-11-16 11:18:56.744321,210.48
ocds-0c46vo-0384-SPE8E319FEZMR,2019-11-16 07:04:49.636409,180.9
ocds-0c46vo-0384-SPE2D619F36FX,2019-11-16 11:18:27.960144,483.6
ocds-0c46vo-0384-SPE2DX19FXWV3,2019-11-16 07:04:21.136260,3180.54
ocds-0c46vo-0384-SPE2DV19FFLHJ,2019-11-16 11:17:49.888661,216.63
ocds-0c46vo-0384-SPE2D419F207G,2019-11-16 07:03:46.421228,188.23
ocds-0c46vo-0384-47QSEA19F40K8,2019-11-16 11:17:02.421551,128.6
ocds-0c46vo-0384-SPE2DX19FQ87M,2019-11-16 07:03:44.286024,3319.56
ocds-0c46vo-0384-SPE2D619F74UZ,2019-11-16 11:16:24.227121,131.53
ocds-0c46vo-0384-SPE2D619F1B37,2019-11-16 07:01:29.730815,207.29
ocds-0c46vo-0384-SPE3SU19F6048,2019-11-16 11:16:11.557324,512.97
ocds-0c46vo-0384-SPE30019F3BK0,2019-11-16 07:00:47.919535,4217.6
ocds-0c46vo-0384-47QSEA19F4LGS,2019-11-16 11:15:35.585405,230.75
ocds-0c46vo-0384-SPE30019F3S7S,2019-11-16 07:00:29.084696,215.55
ocds-0c46vo-0384-SPE3SU19F8EQA,2019-11-16 11:15:29.792416,232.16
ocds-0c46vo-0384-SPE5EJ19V3212,2019-11-16 06:59:55.274285,4631.28
ocds-0c46vo-0384-SPE3SU19F8FKZ,2019-11-16 11:15:27.867247,232.6
ocds-0c46vo-0384-47QSCC19F27FZ,2019-11-16 06:59:48.241102,220.15
ocds-0c46vo-0384-SPE3SU19F5ZUK,2019-11-16 11:15:26.338124,517.46
ocds-0c46vo-0384-SPE2DX19F8UHG,2019-11-16 06:58:22.477785,1548.76
ocds-0c46vo-0384-SPE2D619F73WH,2019-11-16 11:15:17.182967,140.95
ocds-0c46vo-0384-47QSEA19F4PN4,2019-11-16 06:58:11.614229,236.6
ocds-0c46vo-0384-SPE3SU19F8CYB,2019-11-16 11:13:48.629892,244.3
ocds-0c46vo-0384-SPE30019F3SGK,2019-11-16 06:54:46.899145,272.6
ocds-0c46vo-0384-47QSEA19F3782,2019-11-16 11:13:30.878523,547.4
ocds-0c46vo-0384-SPE2DV19F2Y6V,2019-11-16 06:54:05.254842,1964.7
ocds-0c46vo-0384-SPE2DV19FJYMS,2019-11-16 11:12:39.077375,253.21
ocds-0c46vo-0384-SPE7M119P3257,2019-11-16 06:52:41.954638,10500.0
ocds-0c46vo-0384-SPE30019F2PHS,2019-11-16 11:12:26.600881,563.59
ocds-0c46vo-0384-SPE2D619F76QT,2019-11-16 06:52:08.169261,11033.4
ocds-0c46vo-0384-47QSEA19F41RM,2019-11-16 11:11:43.689227,161.64
ocds-0c46vo-0384-SPE3SU19F8K8J,2019-11-16 06:52:05.207254,302.74
ocds-0c46vo-0384-SPE7MC19V3980,2019-11-16 11:11:28.738044,578.0
ocds-0c46vo-0422-340857,2019-11-25 21:09:43.177901,5180750.0
ocds-0c46vo-0384-47QSWA19F2YU2,2019-11-16 06:51:58.224932,304.8
ocds-0c46vo-0384-SPE3SU19F8EBM,2019-11-16 11:11:27.615418,262.52
ocds-0c46vo-0384-SPE30019F3T2U,2019-11-16 06:51:34.419075,309.24
ocds-0c46vo-0384-SPE2DV19FVFA0,2019-11-16 11:10:50.475843,167.5
ocds-0c46vo-0384-SPE30019F3S7P,2019-11-16 06:51:32.738083,309.86
ocds-0c46vo-0384-SPE60719FBPKY,2019-11-16 11:08:55.527733,611.62
ocds-0c46vo-0384-SPE2DX19FT567,2019-11-16 06:51:28.298040,11787.98
ocds-0c46vo-0384-SPE2D619F74JG,2019-11-16 11:08:49.628791,178.64
ocds-0c46vo-0384-15M04719FD4700008,2019-11-16 06:50:41.931731,2310.0
ocds-0c46vo-0384-SPE3SU19F7J9P,2019-11-16 11:08:45.283337,179.9
ocds-0c46vo-0384-SPE3SU19F8K04,2019-11-16 06:50:22.900754,326.13
