ocid,releasedate,aw_value
ocds-0c46vo-0385-34778ed3-2a72-4320-8eaf-c50e4ffceac7,2020-01-02 00:00:00.000000,18479.59
ocds-0c46vo-0385-0af69506-4d32-4886-8d08-426e56c19a86,2020-01-02 00:00:00.000000,630000.0
ocds-0c46vo-0133-000081-2020,2020-01-02 00:00:00.000000,436502.0
ocds-0c46vo-0133-000280-2020,2020-01-02 00:00:00.000000,11746065.0
ocds-0c46vo-0133-000304-2020,2020-01-02 00:00:00.000000,1080.0
ocds-0c46vo-0133-000322-2020,2020-01-02 00:00:00.000000,8510.0
ocds-0c46vo-0133-000617-2020,2020-01-02 00:00:00.000000,5000000.0
ocds-0c46vo-0133-000631-2020,2020-01-02 00:00:00.000000,43031.25
ocds-0c46vo-0133-000748-2020,2020-01-02 00:00:00.000000,3234536.8
ocds-0c46vo-0133-000754-2020,2020-01-02 00:00:00.000000,27520.0
ocds-0c46vo-0133-000949-2020,2020-01-02 00:00:00.000000,1945000.0
ocds-0c46vo-0133-000349-2020,2020-01-02 00:00:00.000000,91560.0
ocds-0c46vo-0133-000383-2020,2020-01-02 00:00:00.000000,55555.55
ocds-0c46vo-0133-000688-2020,2020-01-02 00:00:00.000000,0.01
ocds-0c46vo-0133-000710-2020,2020-01-02 00:00:00.000000,455857.22
ocds-0c46vo-0133-000736-2020,2020-01-02 00:00:00.000000,359964.0
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000652-2020,2020-01-02 00:00:00.000000,1.0
ocds-0c46vo-0133-000784-2020,2020-01-02 00:00:00.000000,59220.0
ocds-0c46vo-0385-c528acc1-1fa2-4591-a89a-54be98f90245,2020-01-02 00:00:00.000000,19185.0
ocds-0c46vo-0133-000053-2020,2020-01-02 00:00:00.000000,495000.0
ocds-0c46vo-0133-000079-2020,2020-01-02 00:00:00.000000,87000.0
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,16800.0
ocds-0c46vo-0133-000610-2020,2020-01-02 00:00:00.000000,153578.9
ocds-0c46vo-0385-6cbcde4f-b272-424b-9fd1-62f980a6a0cf,2020-01-02 00:00:00.000000,114158.0
ocds-0c46vo-0385-8a470a11-68e7-4528-983b-e6d82b4ca7e4,2020-01-02 00:00:00.000000,20000.0
ocds-0c46vo-0133-000081-2020,2020-01-02 00:00:00.000000,385216.0
ocds-0c46vo-0133-000270-2020,2020-01-02 00:00:00.000000,4162100.0
ocds-0c46vo-0133-000349-2020,2020-01-02 00:00:00.000000,42560.0
ocds-0c46vo-0133-000681-2020,2020-01-02 00:00:00.000000,344243.0
ocds-0c46vo-0133-000758-2020,2020-01-02 00:00:00.000000,1.0
ocds-0c46vo-0385-b4f8840c-aac0-45c0-a158-279b48252801,2020-01-02 00:00:00.000000,43000.0
ocds-0c46vo-0133-000096-2020,2020-01-02 00:00:00.000000,38442898.83
ocds-0c46vo-0133-000304-2020,2020-01-02 00:00:00.000000,554064.0
ocds-0c46vo-0133-000322-2020,2020-01-02 00:00:00.000000,64000.0
ocds-0c46vo-0133-000903-2020,2020-01-02 00:00:00.000000,4714750.0
ocds-0c46vo-0385-6ef9b72c-3bd1-41b0-96eb-e8e8113b1029,2020-01-02 00:00:00.000000,50547.75
ocds-0c46vo-0385-9415cea0-310d-4394-963f-0cc0da1d8a89,2020-01-02 00:00:00.000000,150000.0
ocds-0c46vo-0133-000054-2020,2020-01-02 00:00:00.000000,735000.0
ocds-0c46vo-0133-000300-2020,2020-01-02 00:00:00.000000,1.0
ocds-0c46vo-0133-000682-2020,2020-01-02 00:00:00.000000,2972.0
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,1600.0
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,253.0
ocds-0c46vo-0133-000663-2020,2020-01-02 00:00:00.000000,118080.0
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,175.0
ocds-0c46vo-0133-000599-2020,2020-01-02 00:00:00.000000,1157719.8
ocds-0c46vo-0133-000961-2020,2020-01-02 00:00:00.000000,2496228.0
ocds-0c46vo-0353-JAN376118,2020-01-02 00:00:00.000000,4715.0
ocds-0c46vo-0133-000595-2020,2020-01-02 00:00:00.000000,49292.0
ocds-0c46vo-0353-JAN321253,2020-01-02 00:00:00.000000,5.0
ocds-0c46vo-0385-f7bafaf0-babd-440c-b721-468f4138e54b,2020-01-02 00:00:00.000000,28967.13
ocds-0c46vo-0385-4c49f64f-7410-4c30-aae9-65650cf81448,2020-01-02 00:00:00.000000,191000.0
ocds-0c46vo-0133-000227-2020,2020-01-02 00:00:00.000000,277840.0
ocds-0c46vo-0133-000372-2020,2020-01-02 00:00:00.000000,8132.5
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,3893.4
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000961-2020,2020-01-02 00:00:00.000000,2578710.0
ocds-0c46vo-0385-7992c6c0-d55e-49e6-9d47-050fa5acddb7,2020-01-02 00:00:00.000000,184288.0
ocds-0c46vo-0385-5699b99a-eb37-4dcb-9764-ecefe7668720,2020-01-02 00:00:00.000000,22732.8
ocds-0c46vo-0133-000706-2020,2020-01-02 00:00:00.000000,1029371.0
ocds-0c46vo-0133-000956-2020,2020-01-02 00:00:00.000000,118559.76
ocds-0c46vo-0133-000961-2020,2020-01-02 00:00:00.000000,3458978.0
ocds-0c46vo-0385-9b76526a-9f3a-4f65-9689-b805e18e9a63,2020-01-02 00:00:00.000000,142457.4
ocds-0c46vo-0133-000081-2020,2020-01-02 00:00:00.000000,849664.18
ocds-0c46vo-0133-000095-2020,2020-01-02 00:00:00.000000,65632.8
ocds-0c46vo-0133-000710-2020,2020-01-02 00:00:00.000000,530738.92
ocds-0c46vo-0133-000747-2020,2020-01-02 00:00:00.000000,2400000.0
ocds-0c46vo-0385-53d14a82-3fa1-4090-b3d0-7147d07c18e4,2020-01-02 00:00:00.000000,65000.0
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000774-2020,2020-01-02 00:00:00.000000,17283.2
ocds-0c46vo-0133-000947-2020,2020-01-02 00:00:00.000000,1216688.6
ocds-0c46vo-0353-JAN321233,2020-01-02 00:00:00.000000,720.0
ocds-0c46vo-0385-2f5379b8-5cda-44e2-b1fd-663997357676,2020-01-02 00:00:00.000000,163066.2
ocds-0c46vo-0385-d4087a14-3ef1-4516-aceb-7e561231a781,2020-01-02 00:00:00.000000,204000.0
ocds-0c46vo-0133-000330-2020,2020-01-02 00:00:00.000000,281307.5
ocds-0c46vo-0133-000709-2020,2020-01-02 00:00:00.000000,520000.0
ocds-0c46vo-0133-000758-2020,2020-01-02 00:00:00.000000,1.0
ocds-0c46vo-0133-000961-2020,2020-01-02 00:00:00.000000,2578710.0
ocds-0c46vo-0353-JAN321245,2020-01-02 00:00:00.000000,19460.0
ocds-0c46vo-0133-000288-2020,2020-01-02 00:00:00.000000,738648.0
ocds-0c46vo-0133-000383-2020,2020-01-02 00:00:00.000000,55555.55
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,33320.0
ocds-0c46vo-0385-7b1a6d64-a420-408d-befe-320f5fdd8487,2020-01-02 00:00:00.000000,11020.5
ocds-0c46vo-0385-7d2908e0-7c1f-45fb-8461-b5bfc7333167,2020-01-02 00:00:00.000000,14667.8
ocds-0c46vo-0385-632a404d-d194-4b60-95bc-0b41acf01d5b,2020-01-02 00:00:00.000000,255000.0
ocds-0c46vo-0133-000322-2020,2020-01-02 00:00:00.000000,17536.0
ocds-0c46vo-0133-000373-2020,2020-01-02 00:00:00.000000,3700.0
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,1340.0
ocds-0c46vo-0133-000957-2020,2020-01-02 00:00:00.000000,339918.37
ocds-0c46vo-0133-000287-2020,2020-01-02 00:00:00.000000,8400.0
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000745-2020,2020-01-02 00:00:00.000000,63658.0
ocds-0c46vo-0133-000770-2020,2020-01-02 00:00:00.000000,411064.32
ocds-0c46vo-0133-000333-2020,2020-01-02 00:00:00.000000,15000.0
ocds-0c46vo-0133-000631-2020,2020-01-02 00:00:00.000000,360000.0
ocds-0c46vo-0133-000747-2020,2020-01-02 00:00:00.000000,2400000.0
ocds-0c46vo-0385-61a574d5-df15-4a0b-8075-19676b5d38d3,2020-01-02 00:00:00.000000,15232.05
ocds-0c46vo-0133-000248-2020,2020-01-02 00:00:00.000000,84.0
ocds-0c46vo-0133-000261-2020,2020-01-02 00:00:00.000000,220492.0
ocds-0c46vo-0133-000769-2020,2020-01-02 00:00:00.000000,1534199.1
ocds-0c46vo-0133-000087-2020,2020-01-02 00:00:00.000000,148000.0
ocds-0c46vo-0133-000264-2020,2020-01-02 00:00:00.000000,82550.0
ocds-0c46vo-0133-000292-2020,2020-01-02 00:00:00.000000,925.0
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000078-2020,2020-01-02 00:00:00.000000,22013.55
ocds-0c46vo-0133-000612-2020,2020-01-02 00:00:00.000000,852852.0
ocds-0c46vo-0133-000710-2020,2020-01-02 00:00:00.000000,530738.92
ocds-0c46vo-0385-df75b6fa-253a-4399-871f-2bd63f9a3703,2020-01-02 00:00:00.000000,75200.0
ocds-0c46vo-0385-4b42e78d-c71e-4806-b08e-59aa619c3182,2020-01-02 00:00:00.000000,72454.14
ocds-0c46vo-0133-000288-2020,2020-01-02 00:00:00.000000,1049700.0
ocds-0c46vo-0133-000328-2020,2020-01-02 00:00:00.000000,203305.8
ocds-0c46vo-0133-000956-2020,2020-01-02 00:00:00.000000,225588.24
ocds-0c46vo-0133-000082-2020,2020-01-02 00:00:00.000000,57400.0
ocds-0c46vo-0133-000091-2020,2020-01-02 00:00:00.000000,115000.0
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,5759.94
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,8940.0
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,108.0
ocds-0c46vo-0133-000593-2020,2020-01-02 00:00:00.000000,1144000.0
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000710-2020,2020-01-02 00:00:00.000000,455857.22
ocds-0c46vo-0133-000349-2020,2020-01-02 00:00:00.000000,273000.0
ocds-0c46vo-0133-000322-2020,2020-01-02 00:00:00.000000,99950.0
ocds-0c46vo-0133-000383-2020,2020-01-02 00:00:00.000000,55555.6
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000109-2020,2020-01-02 00:00:00.000000,167381.44
ocds-0c46vo-0133-000304-2020,2020-01-02 00:00:00.000000,624.23
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,1856.0
ocds-0c46vo-0133-000876-2020,2020-01-02 00:00:00.000000,4099867.22
ocds-0c46vo-0133-000901-2020,2020-01-02 00:00:00.000000,126540.0
ocds-0c46vo-0353-JAN321224,2020-01-02 00:00:00.000000,234980.0
ocds-0c46vo-0133-000050-2020,2020-01-02 00:00:00.000000,709130.0
ocds-0c46vo-0133-000071-2020,2020-01-02 00:00:00.000000,135000.0
ocds-0c46vo-0133-000108-2020,2020-01-02 00:00:00.000000,1.0
ocds-0c46vo-0133-000227-2020,2020-01-02 00:00:00.000000,29687.0
ocds-0c46vo-0133-000372-2020,2020-01-02 00:00:00.000000,11096.0
ocds-0c46vo-0133-000673-2020,2020-01-02 00:00:00.000000,77850.24
ocds-0c46vo-0133-000693-2020,2020-01-02 00:00:00.000000,104000.0
ocds-0c46vo-0133-000767-2020,2020-01-02 00:00:00.000000,413223.14
ocds-0c46vo-0133-000101-2020,2020-01-02 00:00:00.000000,128.0
ocds-0c46vo-0133-000388-2020,2020-01-02 00:00:00.000000,340.0
ocds-0c46vo-0133-000615-2020,2020-01-02 00:00:00.000000,365752.3
ocds-0c46vo-0133-000912-2020,2020-01-02 00:00:00.000000,952000.0
ocds-0c46vo-0133-000961-2020,2020-01-02 00:00:00.000000,1203970.0
ocds-0c46vo-0385-a610202c-add2-4f3f-a558-ac992cee1e50,2020-01-02 00:00:00.000000,52460.1
ocds-0c46vo-0133-000105-2020,2020-01-02 00:00:00.000000,22996.0
ocds-0c46vo-0133-000288-2020,2020-01-02 00:00:00.000000,641073.45
